,sample_1A,sample_1B,sample_1C,sample_2A,sample_2B,sample_2C,sample_3A,sample_3B,sample_3C,sample_4A,sample_4B,sample_4C,sample_5A,sample_5B,sample_5C,sample_6A,sample_6B,sample_6C
OG4586,25.0,34.0,29.0,58.0,45.0,28.0,42.0,40.0,47.0,22.0,7.0,28.0,35.0,35.0,38.0,27.0,18.0,33.0
OG4587,429.0,576.0,334.0,662.0,652.0,455.0,358.0,277.0,357.0,492.0,146.0,434.0,366.0,619.0,582.0,475.0,535.0,834.0
OG4588,5.0,6.0,4.0,4.0,12.0,2.0,7.0,2.0,6.0,6.0,1.0,9.0,6.0,5.0,12.0,5.0,10.0,6.0
OG4589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4590,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
OG4591,6.0,25.0,7.0,9.0,14.0,3.0,2.0,2.0,1.0,16.0,6.0,44.0,8.0,25.0,18.0,11.0,5.0,10.0
OG4592,4.0,12.0,1.0,7.0,7.0,11.0,15.0,19.0,15.0,11.0,4.0,9.0,0.0,1.0,5.0,4.0,4.0,17.0
OG4593,5.0,10.0,7.0,13.0,7.0,5.0,14.0,7.0,10.0,10.0,6.0,15.0,15.0,11.0,12.0,1.0,6.0,8.0
OG4594,5.0,11.0,5.0,11.0,4.0,7.0,6.0,2.0,7.0,13.0,2.0,9.0,9.0,1.0,5.0,3.0,5.0,9.0
OG4595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4596,63.0,73.0,64.0,54.0,43.0,36.0,21.0,11.0,17.0,104.0,29.0,106.0,82.0,151.0,91.0,66.0,31.0,70.0
OG4597,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,1.0
OG4598,175.0,189.0,113.0,187.0,230.0,122.0,261.0,201.0,217.0,139.0,35.0,200.0,145.0,186.0,158.0,107.0,119.0,168.0
OG4599,406.0,394.0,265.0,577.0,493.0,515.0,278.0,245.0,314.0,503.0,164.0,504.0,320.0,487.0,548.0,313.0,347.0,430.0
OG4600,109.0,121.0,65.0,199.0,164.0,139.0,145.0,129.0,171.0,71.0,26.0,78.0,103.0,108.0,127.0,67.0,73.0,115.0
OG4601,151.0,89.0,64.0,106.0,107.0,113.0,130.0,139.0,91.0,157.0,41.0,124.0,68.0,117.0,106.0,174.0,133.0,194.0
OG4602,73.0,71.0,61.0,79.0,119.0,75.0,65.0,54.0,61.0,81.0,23.0,85.0,59.0,99.0,85.0,68.0,57.0,100.0
OG4603,107.0,148.0,87.0,101.0,133.0,81.0,110.0,62.0,105.0,126.0,29.0,124.0,107.0,150.0,125.0,85.0,68.0,126.0
OG4604,286.0,362.0,216.0,473.0,441.0,325.0,599.0,461.0,488.0,208.0,58.0,242.0,287.0,308.0,295.0,212.0,231.0,289.0
OG4605,1262.0,1911.0,1088.0,1502.0,1695.0,1420.0,1701.0,1342.0,1656.0,1601.0,617.0,1780.0,3233.0,3057.0,2694.0,591.0,534.0,740.0
OG4606,77.0,78.0,39.0,56.0,67.0,42.0,66.0,32.0,45.0,95.0,23.0,94.0,27.0,89.0,65.0,40.0,45.0,67.0
OG4607,2.0,3.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,10.0,2.0,5.0,5.0,12.0,12.0,7.0,6.0,6.0
OG4608,4.0,4.0,1.0,1.0,1.0,2.0,4.0,0.0,1.0,1.0,1.0,3.0,3.0,6.0,3.0,1.0,3.0,7.0
OG4609,22.0,38.0,16.0,15.0,19.0,16.0,35.0,24.0,31.0,3.0,1.0,3.0,43.0,58.0,61.0,17.0,30.0,27.0
OG4610,24.0,29.0,16.0,20.0,17.0,9.0,8.0,3.0,15.0,46.0,11.0,32.0,30.0,66.0,62.0,20.0,15.0,15.0
OG4611,2.0,5.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,7.0,3.0,15.0,2.0,5.0,3.0,5.0,0.0,9.0
OG4612,9.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,3.0,6.0,3.0,1.0,2.0,1.0
OG4613,0.0,1.0,2.0,0.0,2.0,3.0,0.0,1.0,1.0,5.0,0.0,1.0,1.0,3.0,3.0,0.0,1.0,4.0
OG4614,123.0,126.0,83.0,223.0,200.0,123.0,189.0,152.0,175.0,190.0,62.0,187.0,76.0,145.0,171.0,167.0,188.0,227.0
OG4615,30.0,44.0,36.0,43.0,37.0,32.0,61.0,37.0,51.0,35.0,12.0,44.0,63.0,36.0,44.0,21.0,12.0,16.0
OG4616,5.0,3.0,2.0,2.0,5.0,3.0,5.0,3.0,3.0,4.0,1.0,4.0,5.0,5.0,7.0,3.0,0.0,4.0
OG4617,131.0,138.0,71.0,362.0,137.0,199.0,225.0,245.0,354.0,161.0,59.0,132.0,11.0,14.0,18.0,177.0,125.0,248.0
OG4618,10.0,23.0,11.0,8.0,13.0,8.0,11.0,6.0,9.0,19.0,17.0,34.0,12.0,15.0,11.0,0.0,0.0,0.0
OG4619,3.0,7.0,3.0,2.0,3.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,4.0,3.0,4.0,0.0,0.0,0.0
OG4620,513.0,645.0,289.0,1098.0,916.0,817.0,1222.0,911.0,1198.0,540.0,179.0,667.0,74.0,84.0,99.0,389.0,481.0,713.0
OG4621,25.0,35.0,19.0,25.0,17.0,12.0,35.0,15.0,19.0,0.0,0.0,0.0,48.0,76.0,55.0,27.0,16.0,21.0
OG4622,49.0,73.0,29.0,60.0,42.0,44.0,48.0,33.0,55.0,80.0,27.0,96.0,30.0,34.0,41.0,14.0,5.0,6.0
OG4623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4624,22.0,24.0,9.0,19.0,28.0,14.0,25.0,15.0,21.0,3.0,1.0,3.0,24.0,24.0,30.0,27.0,18.0,24.0
OG4625,25.0,23.0,19.0,61.0,43.0,43.0,36.0,22.0,46.0,25.0,9.0,23.0,32.0,27.0,36.0,7.0,31.0,32.0
OG4626,475.0,720.0,376.0,1028.0,811.0,686.0,784.0,520.0,932.0,293.0,101.0,340.0,839.0,872.0,1272.0,407.0,618.0,738.0
OG4627,245.0,330.0,150.0,343.0,458.0,281.0,501.0,338.0,402.0,269.0,104.0,360.0,27.0,19.0,18.0,175.0,135.0,210.0
OG4628,13.0,11.0,4.0,13.0,12.0,15.0,23.0,16.0,20.0,6.0,7.0,16.0,2.0,2.0,0.0,7.0,3.0,11.0
OG4629,106.0,137.0,73.0,232.0,137.0,165.0,253.0,206.0,255.0,109.0,33.0,173.0,6.0,7.0,7.0,124.0,90.0,162.0
OG4630,18.0,14.0,12.0,7.0,7.0,7.0,0.0,0.0,0.0,19.0,7.0,32.0,15.0,21.0,28.0,13.0,23.0,22.0
OG4631,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
OG4632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
OG4633,6.0,16.0,6.0,15.0,13.0,12.0,11.0,7.0,11.0,15.0,5.0,20.0,32.0,23.0,31.0,0.0,0.0,0.0
OG4634,108.0,169.0,76.0,254.0,194.0,172.0,249.0,169.0,223.0,118.0,54.0,203.0,17.0,13.0,14.0,92.0,60.0,117.0
OG4635,563.0,788.0,386.0,971.0,1013.0,766.0,1187.0,934.0,1045.0,642.0,204.0,793.0,172.0,127.0,145.0,346.0,302.0,525.0
OG4636,4.0,5.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,4.0,4.0,5.0,0.0,0.0,0.0
OG4637,75.0,99.0,73.0,172.0,146.0,110.0,147.0,108.0,150.0,74.0,24.0,85.0,51.0,80.0,96.0,58.0,72.0,103.0
OG4638,7.0,8.0,5.0,16.0,9.0,11.0,4.0,10.0,9.0,8.0,3.0,4.0,4.0,4.0,0.0,4.0,3.0,2.0
OG4639,185.0,292.0,142.0,449.0,484.0,317.0,525.0,360.0,457.0,274.0,96.0,356.0,76.0,66.0,47.0,172.0,146.0,276.0
OG4640,30.0,41.0,21.0,59.0,71.0,50.0,84.0,58.0,80.0,34.0,14.0,50.0,0.0,0.0,0.0,21.0,16.0,30.0
OG4641,170.0,207.0,130.0,210.0,199.0,146.0,148.0,95.0,123.0,251.0,97.0,327.0,163.0,320.0,386.0,201.0,192.0,229.0
OG4642,179.0,179.0,108.0,116.0,130.0,129.0,60.0,48.0,57.0,204.0,58.0,252.0,210.0,292.0,344.0,107.0,99.0,157.0
OG4643,339.0,375.0,208.0,586.0,558.0,459.0,650.0,493.0,619.0,294.0,110.0,447.0,0.0,0.0,2.0,242.0,184.0,261.0
OG4644,211.0,322.0,158.0,324.0,289.0,210.0,348.0,232.0,334.0,229.0,89.0,311.0,284.0,254.0,269.0,99.0,123.0,130.0
OG4645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4649,4.0,2.0,1.0,10.0,7.0,4.0,6.0,7.0,9.0,6.0,1.0,6.0,1.0,1.0,0.0,0.0,2.0,2.0
OG4650,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0
OG4651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4656,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
OG4657,1.0,0.0,2.0,4.0,1.0,2.0,6.0,3.0,10.0,1.0,2.0,2.0,0.0,0.0,0.0,3.0,3.0,6.0
OG4658,3.0,2.0,1.0,1.0,5.0,2.0,4.0,3.0,3.0,0.0,0.0,0.0,4.0,3.0,5.0,1.0,2.0,6.0
OG4659,22.0,31.0,16.0,21.0,9.0,7.0,12.0,7.0,14.0,2.0,0.0,1.0,34.0,33.0,40.0,15.0,10.0,13.0
OG4660,30.0,39.0,16.0,27.0,30.0,14.0,34.0,37.0,35.0,10.0,1.0,7.0,46.0,47.0,39.0,32.0,21.0,34.0
OG4661,2.0,4.0,1.0,4.0,9.0,4.0,9.0,10.0,2.0,4.0,0.0,4.0,0.0,0.0,0.0,3.0,1.0,3.0
OG4662,12.0,4.0,2.0,5.0,7.0,9.0,12.0,11.0,11.0,7.0,0.0,7.0,0.0,0.0,1.0,2.0,2.0,6.0
OG4663,5.0,6.0,2.0,7.0,8.0,3.0,9.0,10.0,5.0,5.0,1.0,4.0,0.0,2.0,1.0,1.0,0.0,5.0
OG4664,3.0,1.0,1.0,2.0,1.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4665,1.0,1.0,0.0,3.0,2.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,4.0
OG4666,54.0,63.0,43.0,75.0,61.0,40.0,77.0,59.0,91.0,24.0,4.0,33.0,44.0,58.0,60.0,54.0,36.0,75.0
OG4667,16.0,34.0,10.0,28.0,23.0,14.0,31.0,37.0,32.0,15.0,5.0,18.0,11.0,7.0,7.0,19.0,14.0,22.0
OG4668,18.0,16.0,12.0,13.0,15.0,9.0,13.0,5.0,12.0,19.0,7.0,31.0,29.0,25.0,15.0,3.0,1.0,4.0
OG4669,3547.0,4716.0,2643.0,10933.0,4990.0,7465.0,6997.0,5728.0,10790.0,2676.0,913.0,2728.0,2329.0,3027.0,5801.0,4803.0,6545.0,9016.0
OG4670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
OG4672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4673,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,4.0,2.0,1.0,2.0,0.0
OG4674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4675,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
OG4676,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0
OG4677,8.0,10.0,2.0,7.0,8.0,1.0,11.0,9.0,16.0,4.0,1.0,10.0,3.0,8.0,1.0,1.0,2.0,2.0
OG4678,1.0,1.0,1.0,2.0,6.0,0.0,2.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0
OG4679,1.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,9.0,3.0,0.0,3.0,3.0
OG4680,115.0,110.0,50.0,284.0,203.0,171.0,239.0,196.0,297.0,132.0,34.0,199.0,18.0,17.0,13.0,104.0,85.0,153.0
OG4681,6.0,9.0,7.0,3.0,11.0,7.0,12.0,6.0,15.0,13.0,2.0,13.0,13.0,9.0,16.0,1.0,6.0,6.0
OG4682,5.0,6.0,6.0,11.0,10.0,7.0,17.0,10.0,20.0,7.0,3.0,8.0,6.0,4.0,11.0,4.0,9.0,23.0
OG4683,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
OG4684,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4686,0.0,3.0,1.0,3.0,1.0,1.0,4.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
OG4687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4689,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4695,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0
OG4696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4697,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
OG4698,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
OG4699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4709,4.0,0.0,2.0,2.0,2.0,0.0,3.0,1.0,1.0,6.0,1.0,5.0,0.0,10.0,7.0,0.0,0.0,0.0
OG4710,5.0,4.0,3.0,2.0,7.0,2.0,8.0,1.0,6.0,8.0,1.0,8.0,7.0,5.0,6.0,0.0,0.0,0.0
OG4711,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4716,0.0,4.0,1.0,6.0,2.0,3.0,0.0,0.0,0.0,4.0,2.0,2.0,12.0,14.0,8.0,2.0,3.0,5.0
OG4717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4719,49.0,47.0,47.0,66.0,58.0,37.0,20.0,14.0,15.0,92.0,66.0,94.0,104.0,220.0,214.0,64.0,132.0,130.0
OG4720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4727,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4728,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0
OG4729,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0
OG4730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
OG4731,1.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,4.0,5.0,2.0,8.0,1.0,1.0,0.0
OG4732,8.0,4.0,5.0,8.0,7.0,4.0,1.0,1.0,0.0,7.0,4.0,5.0,9.0,9.0,5.0,0.0,0.0,0.0
OG4733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
OG4735,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4743,6.0,12.0,3.0,4.0,6.0,2.0,12.0,3.0,5.0,0.0,0.0,0.0,16.0,31.0,17.0,12.0,2.0,10.0
OG4744,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,4.0,6.0,4.0,1.0,1.0,0.0
OG4745,2.0,5.0,5.0,6.0,5.0,6.0,10.0,11.0,6.0,0.0,0.0,0.0,12.0,16.0,19.0,4.0,5.0,8.0
OG4746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
OG4747,7.0,6.0,1.0,2.0,7.0,1.0,8.0,5.0,2.0,6.0,4.0,14.0,8.0,6.0,3.0,0.0,0.0,0.0
OG4748,19.0,26.0,11.0,20.0,18.0,10.0,17.0,8.0,11.0,29.0,3.0,30.0,23.0,25.0,21.0,0.0,0.0,0.0
OG4749,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
OG4760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG4764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
