0,sample_1A,sample_1B,sample_1C,sample_2A,sample_2B,sample_2C,sample_3A,sample_3B,sample_3C,sample_4A,sample_4B,sample_4C,sample_5A,sample_5B,sample_5C,sample_6A,sample_6B,sample_6C
NLANBGKA_00304,142,171,10,0,0,0,9,55,12,83,10,11,209,37,47,4,3,12
NLANBGKA_00305,70,102,5,0,0,0,4,21,14,52,10,11,139,24,41,6,2,9
NLANBGKA_00306,21,48,4,0,0,0,2,7,8,26,2,4,51,6,6,0,2,2
NLANBGKA_00307,87,170,10,0,0,0,2,57,17,78,14,12,205,25,26,1,5,9
NLANBGKA_00308,458,547,29,0,0,0,21,161,62,214,49,50,634,101,102,6,17,33
NLANBGKA_00309,1651,2381,101,0,0,0,65,633,180,867,150,176,2275,363,370,31,43,135
NLANBGKA_00310,86,124,11,0,0,0,2,43,10,55,10,8,162,16,11,3,2,9
NLANBGKA_00311,570,882,61,0,0,0,36,221,78,333,86,66,759,100,95,5,6,59
NLANBGKA_00312,425,590,29,0,0,0,26,147,33,189,49,31,579,70,59,5,5,27
NLANBGKA_00313,601,876,47,0,0,0,22,196,80,275,46,51,794,126,109,7,19,44
NLANBGKA_00314,400,543,28,0,0,0,18,133,54,215,50,42,549,78,65,5,19,34
NLANBGKA_00315,343,472,27,0,0,0,20,133,35,217,38,32,414,80,57,2,16,39
NLANBGKA_00316,16,23,0,0,0,0,0,9,0,17,2,1,16,1,3,0,2,0
NLANBGKA_00317,3,3,0,0,0,0,0,0,0,1,0,0,4,1,0,1,0,0
NLANBGKA_00318,141,257,8,0,0,0,10,63,19,84,25,13,440,86,69,3,9,21
NLANBGKA_00319,120,193,12,0,0,0,6,41,13,67,15,14,252,38,50,2,5,14
NLANBGKA_00320,1,4,1,0,0,0,0,1,0,2,0,0,3,0,1,0,1,0
NLANBGKA_00321,23,41,3,0,0,0,1,16,4,19,7,4,37,11,23,1,6,4
NLANBGKA_00322,8,6,0,0,0,0,1,1,2,4,2,1,12,2,1,0,1,1
NLANBGKA_00323,570,762,41,0,0,0,21,235,105,352,67,66,669,113,211,10,51,136
NLANBGKA_00324,418,570,35,0,0,0,17,145,57,194,49,32,617,66,89,7,11,37
NLANBGKA_00325,483,551,43,0,0,0,24,157,44,178,46,45,634,81,55,2,9,24
NLANBGKA_00326,69,84,5,0,0,0,4,25,14,38,14,13,78,11,15,0,4,5
NLANBGKA_00327,6,13,0,0,0,0,1,4,0,4,0,0,10,1,4,0,0,0
NLANBGKA_00328,86,110,4,0,0,0,8,86,16,60,15,11,181,33,34,1,2,9
NLANBGKA_00329,258,422,27,0,0,0,16,119,45,154,38,35,366,68,78,6,22,36
NLANBGKA_00330,39,46,4,0,0,0,1,11,4,15,8,3,74,9,16,0,0,8
NLANBGKA_00331,489,693,46,0,0,0,27,181,44,266,58,55,718,113,168,4,11,46
NLANBGKA_00332,3,2,0,0,0,0,0,3,0,2,1,0,7,4,1,0,1,1
NLANBGKA_00333,1,0,0,0,0,0,0,1,0,0,0,0,4,3,0,0,0,0
NLANBGKA_00334,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
NLANBGKA_00335,43,56,4,0,0,0,2,3,5,27,5,6,144,15,27,0,3,11
NLANBGKA_00336,34,58,3,0,0,0,4,12,4,20,2,4,131,8,19,2,3,5
NLANBGKA_00337,12,28,2,0,0,0,3,12,2,9,3,0,67,11,4,0,1,2
NLANBGKA_00338,43,29,0,0,0,0,2,3,2,20,5,3,103,17,5,0,3,5
NLANBGKA_00339,427,589,41,0,0,0,30,169,50,228,49,47,658,96,134,11,18,53
NLANBGKA_00340,23,39,3,0,0,0,0,8,7,15,5,7,32,5,4,1,1,2
NLANBGKA_00341,815,1130,59,0,0,0,64,407,129,442,61,131,975,154,167,15,29,87
NLANBGKA_00342,65,118,4,0,0,0,9,45,17,55,7,10,105,16,21,1,1,2
NLANBGKA_00343,33,75,5,0,0,0,3,30,8,27,10,5,164,14,15,3,0,6
NLANBGKA_00344,66,120,6,0,0,0,10,46,16,49,12,8,262,31,38,1,7,18
NLANBGKA_00345,18,32,1,0,0,0,3,19,6,19,3,0,92,10,5,0,2,7
NLANBGKA_00346,33,55,4,0,0,0,2,24,8,23,2,2,103,12,20,2,3,8
NLANBGKA_00347,100,143,9,0,0,0,3,69,20,83,12,16,332,42,37,3,6,15
NLANBGKA_00348,38,52,2,0,0,0,1,26,7,28,4,3,113,20,18,1,0,11
NLANBGKA_00349,109,144,7,0,0,0,10,58,15,51,11,11,279,46,32,4,4,22
NLANBGKA_00350,7,15,0,0,0,0,2,8,1,4,2,2,34,5,3,0,0,2
NLANBGKA_00351,484,640,34,0,0,0,16,133,36,212,42,40,561,71,75,3,15,32
NLANBGKA_00352,7148,9798,472,0,0,0,293,2574,645,3495,688,615,8288,1262,944,76,176,491
NLANBGKA_00353,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
NLANBGKA_00354,814,1392,65,0,0,0,33,330,73,437,104,88,1429,177,159,14,11,46
NLANBGKA_00355,2,11,0,0,0,0,0,2,0,2,0,0,13,3,2,0,0,1
NLANBGKA_00356,172,197,20,0,0,0,6,53,31,90,20,27,217,56,45,9,6,23
NLANBGKA_00357,73,115,4,0,0,0,2,31,9,34,5,8,194,30,19,0,0,7
NLANBGKA_00358,269,462,28,0,0,0,23,110,32,176,31,39,782,126,111,4,6,13
NLANBGKA_00359,2,12,0,0,0,0,1,1,3,5,1,2,19,4,2,0,1,1
NLANBGKA_00360,4081,6017,325,0,2,0,209,2123,569,2537,455,388,10307,1571,1400,85,166,542
NLANBGKA_00361,59,112,3,0,0,0,1,32,8,38,9,9,140,15,38,1,6,12
NLANBGKA_00363,603,893,64,0,0,0,27,252,78,330,66,51,1154,175,133,10,21,55
NLANBGKA_00364,814,1185,82,0,0,0,34,298,91,374,69,69,1374,180,168,20,20,64
NLANBGKA_00365,417,651,31,0,0,0,12,169,43,255,46,40,487,88,99,7,15,34
NLANBGKA_00366,138,217,10,0,0,0,6,55,11,76,18,17,232,31,37,2,3,17
NLANBGKA_00367,68,94,8,0,0,0,3,25,11,35,8,9,142,25,37,0,1,6
NLANBGKA_00368,112,169,13,0,0,0,7,58,36,87,32,15,235,45,90,3,5,25
NLANBGKA_00369,64,101,12,0,0,0,4,44,8,20,11,8,160,25,21,0,1,5
NLANBGKA_00370,20,47,3,0,0,0,2,10,4,19,2,4,79,8,8,0,0,2
NLANBGKA_00371,45324,60742,3012,1,0,2,1548,13655,4228,19209,3210,3614,44101,5819,7946,385,881,2544
NLANBGKA_00372,878,1060,45,0,0,0,28,243,65,365,55,57,667,101,82,3,9,31
NLANBGKA_00373,347,491,28,0,0,0,15,78,23,135,30,26,243,23,54,2,7,22
NLANBGKA_00374,269,346,23,0,0,0,10,73,26,120,25,31,314,41,48,6,9,18
NLANBGKA_00375,487,732,43,0,0,0,21,168,42,228,45,64,527,74,81,6,6,26
NLANBGKA_00376,306,448,24,0,0,0,15,117,39,167,25,23,348,51,79,1,12,28
NLANBGKA_00377,325,423,24,0,0,0,20,87,36,156,28,30,361,48,64,5,14,33
NLANBGKA_00378,1086,1520,78,0,0,0,39,381,146,557,109,107,1295,203,304,10,47,105
NLANBGKA_00379,435,613,39,0,0,0,18,164,46,194,46,58,752,87,104,9,11,23
NLANBGKA_00380,390,431,27,0,0,0,24,158,46,166,57,40,580,85,84,10,18,42
NLANBGKA_00381,16,18,1,0,0,0,1,1,3,5,0,5,39,9,6,0,0,3
NLANBGKA_00382,1161,1487,73,0,0,0,54,421,124,604,118,122,1295,213,242,10,52,137
NLANBGKA_00383,1087,1655,84,0,0,0,52,420,144,534,89,98,1192,197,226,13,33,118
NLANBGKA_00384,88,92,6,0,0,0,3,24,11,39,7,11,109,11,21,1,4,3
NLANBGKA_00385,2,2,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0
NLANBGKA_00386,20,33,5,0,0,0,2,12,4,15,1,1,71,12,17,0,2,0
NLANBGKA_00387,80,109,2,0,0,0,4,27,6,24,5,5,502,72,80,3,2,5
NLANBGKA_00388,259,352,10,0,0,0,9,91,25,130,32,21,2138,265,202,5,7,20
NLANBGKA_00389,259,365,24,0,0,0,17,170,43,134,18,22,1515,211,205,6,1,24
NLANBGKA_00390,311,380,22,0,0,0,30,181,64,176,38,33,1421,195,189,13,21,45
NLANBGKA_00391,3355,5487,306,0,0,0,172,1513,493,1956,415,332,6803,861,1037,49,95,254
NLANBGKA_00392,1467,2262,119,0,0,0,55,511,198,783,164,172,2766,348,705,30,61,135
NLANBGKA_00393,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NLANBGKA_00394,0,0,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,1
NLANBGKA_00395,210,311,15,0,0,0,15,64,25,123,27,27,378,65,90,4,5,32
NLANBGKA_00396,467,653,46,0,0,0,18,203,69,307,70,52,690,92,114,10,21,67
NLANBGKA_00397,171,316,18,0,0,0,7,87,16,102,22,20,340,50,66,2,3,23
NLANBGKA_00398,2901,3792,183,0,0,0,123,986,308,1371,270,273,2627,366,352,23,71,179
NLANBGKA_00399,9,21,1,0,0,0,0,4,0,4,1,1,12,3,2,0,0,0
NLANBGKA_00400,228,309,22,0,0,0,7,74,25,88,12,20,196,29,27,3,7,12
NLANBGKA_00401,680,1093,47,0,0,0,32,276,94,406,71,87,871,141,135,11,26,77
NLANBGKA_00402,1550,2274,86,0,0,0,58,545,125,887,182,201,1578,280,184,17,41,96
NLANBGKA_00403,1212,1877,103,1,0,0,48,469,108,667,136,151,1325,204,153,16,24,69
NLANBGKA_00404,903,1239,60,0,0,0,41,268,74,415,88,97,711,119,121,6,21,46
NLANBGKA_00405,1627,1937,120,0,0,0,78,491,163,798,176,141,1387,208,231,22,48,124
NLANBGKA_00406,143,265,11,0,0,0,3,45,10,77,18,16,124,19,16,6,8,12
NLANBGKA_00407,251,322,23,0,0,0,10,63,19,119,18,14,429,53,55,6,10,24
NLANBGKA_00408,299,365,18,0,0,0,10,66,33,145,29,25,396,56,46,1,10,24
NLANBGKA_00409,2521,4374,259,0,0,0,148,1262,336,1803,440,315,5837,910,654,52,63,213
NLANBGKA_00410,20,41,5,0,0,0,1,8,7,16,4,1,41,6,9,0,1,0
NLANBGKA_00411,69,116,9,0,0,0,7,34,7,43,5,5,158,25,38,4,5,3
NLANBGKA_00412,449,708,35,0,0,0,29,165,52,259,55,66,871,130,180,6,27,44
NLANBGKA_00413,109,167,9,0,0,0,10,42,12,61,7,12,166,28,24,3,4,13
NLANBGKA_00414,23,38,3,0,0,0,0,11,5,11,5,2,45,6,19,0,2,4
NLANBGKA_00415,4,7,0,0,0,0,0,1,0,2,0,1,5,0,2,0,0,0
NLANBGKA_00416,6,14,0,0,0,0,1,1,0,4,1,3,10,4,6,1,1,2
NLANBGKA_00417,571,754,38,16,18,3,51,196,79,272,60,70,673,102,111,25,10,56
NLANBGKA_00418,177,201,16,17,10,10,39,74,39,91,14,27,219,40,36,13,21,28
NLANBGKA_00419,103,149,8,0,0,0,4,46,12,47,17,19,143,21,22,5,11,12
NLANBGKA_00420,186,237,16,0,0,0,9,77,16,80,23,11,407,47,73,2,9,15
NLANBGKA_00421,1,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0
NLANBGKA_00422,753,984,65,0,0,0,41,319,124,429,81,72,2137,296,527,15,48,127
NLANBGKA_00423,2919,4174,223,0,0,0,144,1091,385,1574,262,307,4480,672,1103,70,136,322
NLANBGKA_00424,208,307,20,0,0,0,5,84,27,116,23,17,343,59,37,2,4,8
NLANBGKA_00425,89,88,7,0,0,0,5,41,8,44,7,7,154,27,30,1,5,5
NLANBGKA_00426,66,118,9,0,0,0,4,45,6,53,12,16,204,32,33,3,4,7
NLANBGKA_00427,3,6,1,0,0,0,1,0,0,1,2,0,4,2,2,0,0,1
NLANBGKA_00428,37,76,3,0,0,0,2,18,0,24,3,7,44,9,9,1,5,2
NLANBGKA_00429,6,5,0,0,0,0,1,3,2,4,1,0,10,2,0,0,0,0
NLANBGKA_00430,224,348,19,0,0,0,8,91,23,133,25,21,422,56,47,2,2,10
NLANBGKA_00431,27,35,2,0,0,0,2,4,5,4,2,0,36,2,2,0,0,1
NLANBGKA_00432,37,62,7,0,0,0,0,14,5,26,4,8,113,9,24,0,0,4
NLANBGKA_00433,18,57,1,0,0,0,0,10,0,19,5,7,70,13,11,1,0,3
NLANBGKA_00434,322,592,34,0,0,0,17,135,34,157,27,39,810,142,84,11,5,25
NLANBGKA_00435,20,48,3,0,0,0,1,8,3,12,1,2,72,10,9,1,0,2
NLANBGKA_00436,251,432,12,0,0,0,6,104,28,150,28,24,593,83,69,2,5,13
NLANBGKA_00437,2,7,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
NLANBGKA_00438,338,639,18,0,0,0,19,192,44,184,41,31,482,75,89,0,8,30
NLANBGKA_00439,371,575,35,0,0,0,11,127,41,195,28,40,351,45,32,6,6,29
NLANBGKA_00440,1,0,0,0,0,0,0,1,0,2,0,2,1,0,0,0,0,0
NLANBGKA_00441,1,8,1,0,0,0,0,1,1,6,0,0,9,1,2,0,1,1
NLANBGKA_00442,6,17,1,0,0,0,0,3,2,2,1,1,6,0,1,0,0,1
NLANBGKA_00443,4,5,0,0,0,0,0,2,1,2,1,1,5,0,1,0,1,1
NLANBGKA_00444,188,319,23,0,0,0,9,65,17,112,24,16,181,33,41,2,17,31
NLANBGKA_00445,433,632,37,0,0,0,24,152,41,233,36,58,360,73,83,7,26,50
NLANBGKA_00446,79,151,3,0,0,0,6,23,6,33,14,17,83,12,11,1,2,1
NLANBGKA_00447,648,781,52,0,0,0,20,230,63,262,79,55,611,87,61,5,25,32
NLANBGKA_00448,941,1434,66,0,0,0,42,295,124,476,65,113,1048,143,124,5,32,73
NLANBGKA_00449,517,827,43,0,0,0,28,216,51,268,59,75,590,93,80,5,12,35
NLANBGKA_00450,1289,1708,62,0,0,0,39,419,108,587,100,109,1645,241,225,12,16,70
NLANBGKA_00451,3,4,0,0,0,0,0,4,0,0,0,0,4,1,0,0,0,0
NLANBGKA_00452,1118,1537,90,0,0,1,57,407,106,561,83,136,1519,236,277,17,36,105
NLANBGKA_00453,452,665,40,0,0,0,30,193,72,296,57,50,637,100,101,8,22,52
NLANBGKA_00454,705,987,65,0,0,0,46,308,102,373,72,70,983,169,177,19,43,76
NLANBGKA_00455,23,16,3,0,0,0,0,17,5,13,1,3,35,7,4,0,1,3
NLANBGKA_00456,153,196,15,0,0,0,13,48,21,88,18,12,232,31,28,4,9,27
NLANBGKA_00457,19,13,0,0,0,0,2,13,2,10,0,1,24,9,5,0,0,1
NLANBGKA_00458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NLANBGKA_00459,4,8,0,0,0,0,0,3,1,1,0,2,10,3,5,0,0,0
NLANBGKA_00460,30,48,1,0,0,0,2,15,1,10,2,5,24,2,0,0,1,0
NLANBGKA_00461,6,10,3,0,0,0,1,4,1,4,1,2,8,0,1,0,0,0
NLANBGKA_00462,0,1,0,0,0,0,0,2,0,1,1,1,0,1,0,0,0,0
NLANBGKA_00463,333,452,26,0,0,0,11,122,49,168,34,36,568,89,131,3,11,34
NLANBGKA_00464,515,688,29,0,0,0,29,209,45,253,42,42,791,111,127,12,12,50
NLANBGKA_00465,2089,3030,186,0,1,0,97,853,235,1147,224,220,2536,362,330,18,34,102
NLANBGKA_00466,785,812,58,0,0,0,40,298,93,336,82,68,1015,121,175,14,20,59
NLANBGKA_00467,84,88,5,0,0,0,4,29,16,31,11,7,127,16,21,2,4,3
NLANBGKA_00468,951,1405,77,0,0,0,45,416,156,518,94,115,1853,275,361,16,41,117
NLANBGKA_00469,971,1491,101,0,0,0,62,431,121,572,113,117,2059,291,307,11,42,99
NLANBGKA_00470,16,31,0,0,0,0,1,11,8,9,5,3,44,12,11,0,0,2
NLANBGKA_00471,173,257,14,0,0,0,11,76,12,107,18,22,411,65,54,3,9,28
NLANBGKA_00472,13,24,5,0,0,0,1,9,2,13,3,2,55,8,2,0,1,1
NLANBGKA_00473,33,68,10,0,0,0,6,32,7,37,9,2,147,16,39,0,5,13
NLANBGKA_00474,11,19,4,0,0,0,1,1,0,6,0,3,44,5,3,0,0,1
NLANBGKA_00475,841,1247,76,0,0,0,46,383,88,459,79,92,1382,188,216,8,21,64
NLANBGKA_00476,162,342,23,0,0,0,12,88,25,118,23,25,313,44,89,4,9,26
NLANBGKA_00477,539,559,37,0,0,0,23,140,48,240,41,47,611,65,99,8,15,40
NLANBGKA_00478,652,966,39,0,0,0,32,274,80,329,79,61,661,89,80,7,20,44
NLANBGKA_00479,370,414,24,0,0,0,20,135,51,193,48,44,378,57,56,2,11,35
NLANBGKA_00480,779,1156,74,0,0,0,35,306,90,441,79,87,782,104,83,20,27,65
NLANBGKA_00481,1698,2795,170,0,0,0,101,726,194,939,178,208,2531,410,379,21,50,162
NLANBGKA_00482,4321,6238,344,2,0,0,167,1742,535,2131,377,423,6444,883,919,82,156,338
NLANBGKA_00483,78,93,4,0,0,0,3,23,9,29,5,6,81,8,17,0,1,4
NLANBGKA_00484,275,372,27,0,0,0,14,65,12,129,23,28,294,47,42,0,1,10
NLANBGKA_00485,243,347,20,0,0,0,10,79,31,123,14,24,269,46,51,2,2,15
NLANBGKA_00486,453,542,46,0,0,0,30,185,62,218,53,49,396,77,74,7,19,26
NLANBGKA_00487,403,574,29,0,0,0,17,154,55,174,26,46,539,65,148,8,9,28
NLANBGKA_00488,386,516,27,0,0,0,15,112,33,173,30,35,444,56,126,9,5,24
NLANBGKA_00489,481,633,39,0,0,0,14,167,65,236,39,53,737,107,89,8,11,33
NLANBGKA_00490,529,797,41,0,0,0,40,214,72,301,73,60,1209,139,152,10,22,51
NLANBGKA_00491,1019,1539,91,0,0,0,54,388,121,535,79,96,1932,259,324,18,38,109
NLANBGKA_00492,312,456,28,0,0,0,11,121,57,158,28,23,501,56,69,4,4,18
NLANBGKA_00493,414,726,38,0,0,0,29,189,43,252,49,54,833,93,97,4,6,24
NLANBGKA_00494,21,18,0,0,0,0,1,4,0,3,1,1,14,4,3,1,2,0
NLANBGKA_00495,7,2,1,0,0,0,0,2,3,3,0,2,3,1,1,0,1,0
NLANBGKA_00496,11,6,0,0,0,0,0,2,2,1,1,0,3,0,2,0,1,0
NLANBGKA_00497,1,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0
NLANBGKA_00498,1608,2376,122,0,0,0,64,620,185,817,133,168,2130,332,309,23,47,130
NLANBGKA_00499,75,111,5,0,0,0,4,23,10,32,13,10,169,27,60,2,8,11
NLANBGKA_00500,37,55,1,0,0,0,2,19,8,21,4,3,64,13,22,3,2,7
NLANBGKA_00501,22,50,2,0,0,0,1,14,2,19,3,9,68,8,11,2,1,4
NLANBGKA_00502,261,355,34,0,0,0,11,113,47,176,32,33,799,95,113,7,14,44
NLANBGKA_00503,741,1182,91,0,0,0,52,364,137,523,141,105,2282,343,382,19,47,124
NLANBGKA_00504,32,42,3,0,0,0,1,15,9,31,2,4,77,8,10,2,2,4
NLANBGKA_00505,8,19,3,0,0,0,1,7,7,8,1,2,18,2,1,0,1,2
NLANBGKA_00506,27,65,2,0,0,0,3,18,5,27,3,4,71,7,17,1,0,4
NLANBGKA_00507,9,24,3,0,0,0,1,5,0,9,1,3,30,4,3,0,1,0
NLANBGKA_00508,6,12,2,0,0,0,3,3,0,2,1,1,12,1,1,0,0,1
NLANBGKA_00509,13,19,1,0,0,0,1,4,4,5,3,1,33,2,9,0,1,0
NLANBGKA_00510,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NLANBGKA_00511,1657,2120,112,0,0,0,69,631,194,819,155,148,1692,233,335,23,49,169
NLANBGKA_00512,986,1511,83,0,0,0,39,378,146,523,101,102,1338,245,366,25,28,117
NLANBGKA_00513,101,126,4,0,0,0,5,46,13,57,8,9,206,41,50,1,7,12
NLANBGKA_00514,8,4,3,0,0,0,1,2,0,3,1,0,8,2,0,0,0,0
NLANBGKA_00515,99,123,7,0,0,0,5,46,22,49,6,12,210,39,115,5,8,24
NLANBGKA_00516,49,63,4,0,0,0,4,26,11,37,8,10,86,11,47,2,2,21
NLANBGKA_00517,194,236,13,0,0,0,8,68,20,93,22,13,380,66,100,2,5,21
NLANBGKA_00518,14,21,3,0,0,0,1,4,0,5,1,0,36,4,3,0,1,1
NLANBGKA_00519,162,215,20,0,0,0,5,44,13,60,13,11,325,41,31,4,1,13
NLANBGKA_00520,214,301,15,0,0,0,13,86,32,126,25,28,372,58,61,5,9,23
NLANBGKA_00521,77,75,8,0,0,0,4,33,7,42,8,5,125,14,14,0,4,6
NLANBGKA_00522,112,134,5,0,0,0,11,49,11,65,13,13,235,34,41,3,0,6
NLANBGKA_00523,31,45,3,0,0,0,0,9,4,20,3,10,60,4,6,0,0,3
NLANBGKA_00524,3427,4436,238,0,0,0,124,1201,367,1577,321,333,3792,515,613,46,94,243
NLANBGKA_00525,25,51,4,0,0,0,3,8,1,23,3,2,19,1,1,2,1,0
NLANBGKA_00526,3361,4502,234,0,0,0,179,1250,358,1781,314,354,4397,604,674,68,93,313
NLANBGKA_00527,270,389,27,0,0,0,15,92,35,168,24,37,393,55,76,6,12,30
NLANBGKA_00528,24,53,4,0,0,0,6,13,5,24,7,3,55,14,7,0,0,3
NLANBGKA_00529,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
NLANBGKA_00530,15340,21200,1204,0,0,0,630,5516,1488,7548,1315,1425,26333,3369,3518,178,357,1093
NLANBGKA_00531,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
NLANBGKA_00532,0,5,2,0,0,0,1,2,2,7,0,0,18,1,1,0,0,0
NLANBGKA_00533,893,1293,62,0,0,0,28,311,92,443,83,93,1341,180,198,12,25,64
NLANBGKA_00534,180,292,16,0,0,0,8,88,21,90,27,11,270,38,26,2,6,5
NLANBGKA_00535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NLANBGKA_00536,19,15,0,0,0,0,2,4,2,10,2,1,50,7,5,0,1,1
NLANBGKA_00537,0,4,0,0,0,0,0,5,1,5,0,3,27,3,2,0,0,3
NLANBGKA_00538,1,2,0,0,0,0,0,4,3,1,0,1,12,0,2,0,0,1
NLANBGKA_00539,13,23,0,0,0,0,1,0,1,11,1,2,28,6,1,0,0,2
NLANBGKA_00540,12,17,8,0,0,0,5,10,4,14,2,6,26,12,13,1,9,5
NLANBGKA_00541,2,8,4,0,0,0,11,3,3,6,0,9,5,4,5,1,6,2
NLANBGKA_00542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NLANBGKA_00543,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NLANBGKA_00544,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
NLANBGKA_00545,2718,4451,180,0,0,0,92,945,258,1452,217,242,4085,559,375,16,13,105
NLANBGKA_00546,1253,1350,75,0,0,0,41,319,110,552,68,113,1367,181,144,13,18,65
NLANBGKA_00547,385,515,29,0,0,0,15,163,56,223,31,31,805,113,136,4,10,35
NLANBGKA_00548,233,348,24,0,0,0,9,88,33,123,19,22,440,48,72,3,7,12
NLANBGKA_00549,1257,1931,90,0,0,0,58,548,166,717,151,116,1556,175,197,13,49,116
NLANBGKA_00550,1222,1746,83,0,0,0,46,488,139,635,131,111,1385,163,133,16,24,95
NLANBGKA_00551,712,1080,45,0,0,0,30,327,83,399,91,75,924,120,129,14,23,43
NLANBGKA_00552,345,496,25,0,0,0,17,110,28,157,27,24,364,50,43,0,3,28
NLANBGKA_00553,140,183,6,0,0,0,4,43,12,55,10,9,119,12,12,1,3,2
NLANBGKA_00554,12,30,1,0,0,0,2,9,2,19,3,4,52,7,10,1,2,0
NLANBGKA_00555,0,5,1,0,0,0,0,0,0,1,0,0,9,0,2,0,1,0
NLANBGKA_00556,37,42,4,0,0,0,0,6,4,18,0,2,21,4,8,0,1,4
NLANBGKA_00557,80,112,10,0,0,0,5,38,9,51,11,6,154,21,18,1,6,16
NLANBGKA_00558,40,116,1,0,0,0,2,14,5,20,3,8,18,2,5,0,0,1
NLANBGKA_00559,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
NLANBGKA_00560,2,2,0,0,0,0,0,0,0,0,1,0,1,3,3,0,0,0
NLANBGKA_00561,2864,4548,246,0,0,0,101,897,317,1487,310,277,2358,332,345,21,37,102
NLANBGKA_00562,18227,21843,947,0,0,0,528,5222,1259,7773,1426,1357,20461,2993,2571,128,311,870
NLANBGKA_00563,42,56,4,0,0,0,2,22,6,25,2,1,113,17,32,0,4,5
NLANBGKA_00564,22,17,1,0,0,0,3,6,3,4,3,2,19,3,3,0,1,2
NLANBGKA_00565,14,25,3,0,0,0,0,4,0,7,3,2,17,1,1,0,1,2
NLANBGKA_00566,36,72,3,0,0,0,1,16,3,21,5,5,58,10,10,0,0,4
NLANBGKA_00567,73,101,4,0,0,0,7,31,12,37,14,7,125,13,6,2,1,5
NLANBGKA_00568,71,132,7,0,0,0,3,30,2,33,4,6,104,5,16,2,1,2
NLANBGKA_00569,13,16,1,0,0,0,2,8,1,5,0,0,12,3,4,0,0,0
NLANBGKA_00570,37,61,4,0,0,0,2,12,4,20,3,6,57,5,7,0,1,2
NLANBGKA_00571,17,40,2,0,0,0,2,6,4,10,4,4,56,11,4,0,2,1
NLANBGKA_00572,75,115,4,0,0,0,3,34,14,39,7,11,161,26,23,1,1,2
NLANBGKA_00573,7,22,2,0,0,0,0,6,5,7,2,1,25,3,6,0,0,1
NLANBGKA_00574,11,12,1,0,0,0,0,4,1,6,1,3,21,0,3,0,0,1
NLANBGKA_00575,116,175,4,0,0,0,7,42,14,56,10,8,159,20,15,1,0,2
NLANBGKA_00576,4,14,0,0,0,0,1,1,3,7,0,1,17,2,0,0,0,1
NLANBGKA_00577,7,19,0,0,0,0,0,4,3,8,1,2,10,0,2,0,1,1
NLANBGKA_00578,24,46,3,0,0,0,1,14,8,16,3,2,52,2,3,0,0,3
NLANBGKA_00579,3070,4982,342,0,0,0,236,1587,466,2461,437,386,10660,1108,874,58,54,209
NLANBGKA_00580,1015,2019,142,0,0,0,98,656,175,905,183,154,3554,408,279,14,27,55
NLANBGKA_00581,619,1116,71,0,0,0,49,403,91,530,117,86,2117,295,229,16,26,56
NLANBGKA_00582,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
NLANBGKA_00583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NLANBGKA_00584,21,40,4,0,0,0,3,6,4,18,4,4,52,9,8,2,5,7
NLANBGKA_00585,6,14,0,0,0,0,0,3,2,5,1,1,23,4,7,1,1,4
NLANBGKA_00586,60,73,10,0,0,0,2,21,8,34,12,7,131,25,15,2,6,6
NLANBGKA_00587,33,66,5,0,0,0,3,23,9,28,7,9,107,14,32,1,3,10
NLANBGKA_00588,16,28,4,0,0,0,2,7,4,10,3,3,23,6,4,0,2,4
NLANBGKA_00589,10,16,4,0,0,0,0,4,0,5,0,2,11,2,3,0,0,0
NLANBGKA_00590,6,9,0,0,0,0,0,1,1,1,1,1,6,0,1,0,1,1
NLANBGKA_00591,249,364,17,0,0,0,3,112,28,133,21,17,351,54,43,5,8,17
NLANBGKA_00592,106,225,10,0,0,0,3,33,17,72,14,10,172,21,39,1,2,8
NLANBGKA_00593,125,220,11,0,0,0,10,43,15,88,11,16,148,31,32,3,3,13
NLANBGKA_00594,427,748,28,0,0,0,22,178,51,269,40,53,581,84,116,7,10,39
NLANBGKA_00595,519,837,43,0,0,0,34,195,69,300,52,46,869,116,116,5,18,43
