0,sample_1A,sample_1B,sample_1C,sample_2A,sample_2B,sample_2C,sample_3A,sample_3B,sample_3C,sample_4A,sample_4B,sample_4C,sample_5A,sample_5B,sample_5C,sample_6A,sample_6B,sample_6C
NLANBGKA_01486,302,428,19,0,0,0,4,109,24,115,38,35,345,53,39,2,4,8
NLANBGKA_01487,1641,2072,113,0,0,0,61,460,120,718,153,133,2011,200,195,3,12,60
NLANBGKA_01488,837,1244,56,0,0,0,31,318,77,418,104,85,1799,258,290,7,13,45
NLANBGKA_01489,173,213,15,0,0,0,10,51,34,78,14,15,314,43,80,2,7,15
NLANBGKA_01490,0,0,0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0
NLANBGKA_01491,347,583,31,0,0,0,21,128,38,196,44,41,690,77,85,2,11,33
NLANBGKA_01492,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NLANBGKA_01493,3,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
NLANBGKA_01494,2107,2869,187,0,0,1,110,820,243,1127,214,261,2670,378,346,28,30,129
NLANBGKA_01495,321,472,31,0,0,0,14,132,47,199,32,47,491,73,84,10,11,24
NLANBGKA_01496,1357,1640,98,0,0,0,54,466,107,626,97,135,2010,228,262,11,39,84
NLANBGKA_01497,8,10,1,0,0,0,0,0,1,5,0,2,10,2,2,0,0,0
NLANBGKA_01498,207,303,15,0,0,0,9,78,36,122,22,20,325,69,100,10,9,37
NLANBGKA_01499,0,2,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,3
NLANBGKA_01500,545,796,41,0,0,0,21,195,64,291,39,54,707,100,111,8,12,41
NLANBGKA_01501,1075,1775,84,0,0,1,44,311,116,611,95,120,1428,201,262,16,26,90
NLANBGKA_01502,28,41,1,0,0,0,2,13,0,9,1,4,41,9,7,0,0,0
NLANBGKA_01503,21,16,0,0,0,0,0,5,0,10,0,0,31,4,5,0,0,0
NLANBGKA_01504,713,1120,58,0,0,0,52,295,88,394,55,89,995,136,175,13,24,63
NLANBGKA_01505,658,1066,44,0,0,0,25,236,82,354,62,60,823,129,168,11,30,66
NLANBGKA_01506,3319,5469,283,0,0,0,145,1229,317,1824,301,354,3325,480,470,42,51,192
NLANBGKA_01507,1648,2615,124,0,0,0,67,568,187,933,140,172,2664,393,380,28,45,125
NLANBGKA_01508,676,1151,52,0,0,0,39,255,74,350,82,65,1019,178,152,9,15,39
NLANBGKA_01509,383,495,35,0,0,0,12,156,37,221,38,42,804,110,80,4,11,33
NLANBGKA_01510,10,10,0,0,0,0,0,4,0,3,2,2,12,2,2,0,1,2
NLANBGKA_01511,522,585,32,0,0,0,23,182,62,220,48,37,563,86,119,5,19,34
NLANBGKA_01512,722,1080,58,0,0,0,38,288,92,405,110,78,1081,132,220,16,32,77
NLANBGKA_01513,4979,9013,482,0,0,0,317,2522,755,3106,616,653,14235,1836,2028,67,115,450
NLANBGKA_01514,124,216,11,0,0,0,9,85,19,82,16,10,277,38,47,2,7,4
NLANBGKA_01515,300,559,32,0,0,0,24,193,61,188,63,36,879,131,129,9,12,48
NLANBGKA_01516,466,820,46,0,0,0,32,341,99,306,63,49,1268,182,213,8,21,89
NLANBGKA_01517,4,3,1,0,0,0,0,0,0,0,2,0,4,0,1,0,0,1
NLANBGKA_01518,2,8,0,0,0,0,0,3,1,0,2,0,7,3,0,0,0,0
NLANBGKA_01519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NLANBGKA_01520,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,1
NLANBGKA_01521,1581,2395,120,0,0,0,71,798,234,963,159,195,3659,518,728,33,96,235
NLANBGKA_01522,2,5,0,0,0,0,0,2,1,2,1,0,10,1,1,0,0,0
NLANBGKA_01523,2,7,0,0,0,0,1,0,1,0,1,3,28,2,4,0,0,0
NLANBGKA_01524,4,6,1,0,0,0,0,1,1,4,0,3,15,5,5,0,1,0
NLANBGKA_01525,2,8,0,0,0,0,1,2,1,3,2,0,12,1,7,0,1,1
NLANBGKA_01526,30,40,2,0,0,0,2,17,7,20,5,8,85,14,4,1,0,4
NLANBGKA_01527,101,118,7,0,0,0,7,37,20,58,15,14,228,28,34,3,1,5
NLANBGKA_01528,18,25,2,0,0,0,2,11,4,8,2,2,44,7,19,0,0,4
NLANBGKA_01529,775,1121,56,0,0,0,31,311,91,471,87,98,1291,202,185,20,28,83
NLANBGKA_01530,20,32,0,0,0,0,0,13,3,5,3,0,36,7,11,0,1,1
NLANBGKA_01531,0,3,0,0,0,0,0,1,0,1,0,0,3,0,0,1,0,2
NLANBGKA_01532,2,1,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0
NLANBGKA_01533,4,1,0,0,0,0,0,1,0,4,0,1,7,0,0,0,1,1
NLANBGKA_01534,7,33,0,0,0,0,3,10,3,9,3,1,45,11,8,1,0,5
NLANBGKA_01535,57,49,8,0,0,0,2,14,8,17,0,3,70,5,8,0,0,2
NLANBGKA_01536,12,12,0,0,0,0,0,2,1,3,1,1,10,0,2,0,0,0
NLANBGKA_01537,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
NLANBGKA_01538,10,8,1,0,0,0,0,1,3,5,2,0,5,0,1,0,0,0
NLANBGKA_01539,18,52,2,0,0,0,1,6,3,16,3,2,41,6,9,0,2,2
NLANBGKA_01540,229,343,19,0,0,0,5,40,9,72,9,13,73,7,12,1,1,7
NLANBGKA_01541,107,179,7,0,0,0,2,26,3,34,5,5,122,9,12,0,1,0
NLANBGKA_01542,1013,1308,49,0,0,0,25,280,84,393,53,82,1011,146,118,5,13,46
NLANBGKA_01543,24,29,1,0,0,0,0,7,1,6,1,0,25,0,5,1,0,0
NLANBGKA_01544,15,39,2,0,0,0,0,3,2,16,0,3,47,7,2,0,1,0
NLANBGKA_01545,148,174,4,0,0,0,2,15,4,72,15,10,158,22,21,0,0,6
NLANBGKA_01546,0,1,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,0
NLANBGKA_01547,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
NLANBGKA_01548,8,36,1,0,0,0,4,6,1,23,2,0,118,10,17,0,0,1
NLANBGKA_01549,6,9,1,0,0,0,0,5,2,6,1,2,11,1,2,0,0,0
NLANBGKA_01550,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
NLANBGKA_01551,0,0,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0
NLANBGKA_01552,2,6,0,0,0,0,0,0,2,1,0,1,7,0,1,0,0,0
NLANBGKA_01553,242,378,26,0,0,0,13,118,35,118,29,27,757,83,123,4,5,36
NLANBGKA_01554,298,405,18,0,0,0,13,96,41,128,20,17,516,63,29,2,4,9
NLANBGKA_01555,79,180,15,0,0,0,4,29,6,53,15,9,101,15,15,1,2,9
NLANBGKA_01556,3,1,0,0,0,0,1,2,1,4,1,0,5,0,2,0,0,1
NLANBGKA_01557,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
NLANBGKA_01558,17,19,3,0,0,0,1,7,0,1,0,0,21,4,0,0,1,0
NLANBGKA_01559,2745,3613,193,0,1,0,93,830,219,1245,209,250,3719,370,386,12,23,86
NLANBGKA_01560,73,110,5,0,0,0,4,19,6,40,6,4,1099,136,132,1,2,4
NLANBGKA_01561,96,111,10,0,0,0,5,54,7,42,7,8,1243,172,256,1,1,4
NLANBGKA_01562,127,238,11,0,0,0,5,48,10,51,26,6,275,32,24,3,0,11
NLANBGKA_01563,8,6,0,0,0,0,1,5,1,4,1,0,23,1,1,0,0,0
NLANBGKA_01564,39,55,5,0,0,0,1,22,6,19,2,2,67,10,11,1,0,1
NLANBGKA_01565,314,515,23,0,0,0,15,138,43,134,36,24,538,53,57,3,6,18
NLANBGKA_01566,9,17,0,0,0,0,1,4,1,6,1,0,18,0,3,0,1,1
NLANBGKA_01567,142,183,11,0,0,0,5,40,20,50,9,9,197,26,18,2,2,11
NLANBGKA_01568,77,100,5,0,0,0,1,27,9,35,6,4,133,11,13,4,3,4
NLANBGKA_01569,166,270,9,0,0,0,13,71,21,94,15,15,295,29,38,3,1,16
NLANBGKA_01570,2,6,0,0,0,0,1,3,0,2,1,0,5,1,1,0,0,0
NLANBGKA_01571,139,220,10,0,0,0,4,57,18,67,23,9,277,20,29,1,2,10
NLANBGKA_01572,265,326,15,0,0,0,4,93,18,90,16,17,6465,788,739,4,4,9
NLANBGKA_01573,308,429,23,0,0,0,12,124,34,156,58,43,3625,382,372,6,5,20
NLANBGKA_01574,14,34,0,0,0,0,0,3,1,6,1,8,194,23,23,0,0,0
NLANBGKA_01575,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NLANBGKA_01576,458,756,41,0,0,0,27,222,82,320,59,47,547,61,60,11,12,54
NLANBGKA_01577,341,467,27,0,0,0,10,100,28,119,18,22,421,49,61,8,7,14
NLANBGKA_01578,47,84,7,0,0,0,2,23,4,39,5,5,60,4,5,0,1,1
NLANBGKA_01579,4,10,0,0,0,0,1,1,3,8,0,2,6,1,3,0,0,1
NLANBGKA_01580,2,1,0,0,0,0,0,0,1,2,0,1,2,0,0,0,0,0
NLANBGKA_01581,11,13,0,0,0,0,1,3,0,3,1,0,13,1,2,0,0,0
NLANBGKA_01582,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NLANBGKA_01583,1,1,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0
NLANBGKA_01584,70915,99204,5429,2,0,7,2959,26142,8012,34991,5962,6329,136317,17756,21268,850,1811,5327
NLANBGKA_01585,6404,9373,490,0,0,0,361,2447,804,3393,647,694,10840,1484,1907,113,317,720
NLANBGKA_01586,1850,2908,138,0,0,0,126,969,229,1154,164,223,4892,654,576,35,81,163
NLANBGKA_01587,574,868,55,0,0,0,33,242,77,311,44,65,1261,219,293,12,31,70
NLANBGKA_01588,456,629,35,0,0,0,21,155,36,255,42,45,725,102,78,10,17,35
NLANBGKA_01589,842,1326,54,0,0,0,39,288,86,458,92,75,787,135,109,7,21,42
NLANBGKA_01590,1328,2221,116,0,0,0,64,512,145,676,131,163,1091,172,137,17,23,67
NLANBGKA_01591,524,808,33,0,0,0,16,195,42,244,48,39,401,54,38,6,5,16
NLANBGKA_01592,660,1222,57,0,0,0,29,226,77,392,83,78,909,128,121,3,13,23
NLANBGKA_01593,1111,1691,76,0,0,0,40,384,109,529,96,104,1528,197,210,13,17,81
NLANBGKA_01595,329,542,28,0,0,0,25,112,45,194,27,28,456,65,63,11,11,24
NLANBGKA_01596,296,423,23,0,0,0,23,99,30,146,20,21,336,38,31,5,3,11
NLANBGKA_01597,748,1245,62,0,0,0,46,293,75,385,73,63,1178,162,116,6,9,51
NLANBGKA_01598,1893,3683,193,0,0,0,101,849,207,1107,152,209,3058,476,388,13,30,103
NLANBGKA_01599,486,577,27,0,0,0,11,174,61,259,42,37,665,91,98,9,10,35
NLANBGKA_01600,291,520,32,0,0,0,14,120,38,171,28,40,575,93,89,4,8,24
NLANBGKA_01601,94,119,5,0,0,0,8,35,5,56,8,13,114,14,8,2,3,3
NLANBGKA_01602,20,46,11,0,0,0,2,8,7,18,3,0,35,1,12,1,1,2
NLANBGKA_01603,7,9,1,0,0,0,1,3,2,5,1,0,12,2,4,0,2,1
NLANBGKA_01604,15,39,0,0,0,0,1,13,9,22,5,7,80,13,22,4,4,8
NLANBGKA_01605,147,223,21,0,0,0,14,105,35,114,45,17,795,89,89,5,14,28
NLANBGKA_01606,3,2,0,0,0,0,0,1,0,1,0,0,3,0,2,0,0,0
NLANBGKA_01607,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NLANBGKA_01608,6,18,0,0,0,0,0,1,1,5,0,0,7,1,1,0,0,1
NLANBGKA_01609,5,12,0,0,0,0,2,3,2,2,0,1,8,2,3,0,2,0
NLANBGKA_01610,930,1722,82,0,0,0,46,439,151,504,93,50,2459,277,265,20,47,125
NLANBGKA_01611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NLANBGKA_01612,11,17,0,0,0,0,0,1,0,9,1,0,7,1,3,0,0,1
NLANBGKA_01613,3,1,0,0,0,0,0,1,1,2,0,0,1,2,0,0,0,0
NLANBGKA_01614,4502,7165,341,0,0,0,269,1755,537,2516,514,566,5193,793,673,91,179,461
NLANBGKA_01615,412,744,43,0,0,0,17,184,61,248,42,57,524,78,60,8,6,27
NLANBGKA_01616,348,595,32,0,0,0,11,142,41,181,36,54,516,48,62,2,7,25
NLANBGKA_01617,2262,4001,206,0,0,0,106,957,273,1166,278,269,3982,467,507,34,42,134
NLANBGKA_01618,1,1,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0
NLANBGKA_01619,142,239,14,0,0,0,2,57,12,52,17,19,250,28,52,3,3,10
NLANBGKA_01620,357,723,36,0,0,0,27,145,39,217,37,40,729,87,75,11,6,14
NLANBGKA_01621,1162,1607,75,1,0,0,24,321,90,470,104,86,1382,162,143,5,8,37
NLANBGKA_01622,48,78,0,0,0,0,4,8,3,20,4,4,67,7,5,0,1,4
NLANBGKA_01623,749,1083,55,0,0,0,38,284,87,368,63,72,1183,164,151,8,19,35
NLANBGKA_01624,21,21,1,0,0,0,1,15,2,5,2,3,44,10,8,0,0,0
NLANBGKA_01625,184,297,19,0,0,0,20,68,29,98,16,21,327,51,47,5,8,16
NLANBGKA_01626,348,569,22,0,0,0,14,127,51,178,39,40,623,94,124,7,8,32
NLANBGKA_01627,87,162,9,0,0,0,2,28,7,41,19,12,283,43,47,0,0,5
NLANBGKA_01628,2772,3833,189,0,0,0,139,1087,300,1423,220,271,5662,795,939,45,80,234
NLANBGKA_01629,22,40,1,0,0,0,3,7,3,17,3,5,26,6,5,0,0,2
NLANBGKA_01630,104,183,21,0,0,0,13,35,10,67,10,14,130,28,11,1,2,11
NLANBGKA_01634,547,691,23,0,0,0,18,140,48,242,43,53,587,75,63,6,4,27
NLANBGKA_01635,2323,3229,176,0,0,0,85,826,244,1244,229,203,3025,413,359,34,65,132
NLANBGKA_01636,313,493,23,0,0,0,13,124,34,188,35,21,370,60,52,4,2,23
NLANBGKA_01637,399,488,20,0,0,0,13,147,46,204,28,35,787,103,109,6,9,18
NLANBGKA_01638,5003,8015,395,0,0,1,269,2153,516,3035,628,588,9455,1339,1256,66,148,420
NLANBGKA_01639,163,275,16,0,0,0,10,65,21,66,29,26,672,86,120,2,7,23
NLANBGKA_01640,108,181,11,0,0,0,3,49,12,77,30,13,536,74,58,2,5,9
NLANBGKA_01641,355,608,22,0,0,0,24,130,47,176,30,34,426,60,33,8,8,20
NLANBGKA_01642,185,300,17,0,0,0,7,75,13,101,18,22,210,24,22,2,4,9
NLANBGKA_01643,1428,2625,157,0,0,0,65,540,134,756,148,132,1875,282,174,21,22,67
NLANBGKA_01644,319,521,29,0,0,0,25,135,39,173,36,38,360,35,35,4,6,8
NLANBGKA_01645,428,522,26,0,0,0,11,146,48,212,33,50,389,58,46,1,11,26
NLANBGKA_01646,153,185,14,0,0,0,7,55,8,76,9,20,149,15,13,3,3,18
NLANBGKA_01647,169,287,13,0,0,0,5,71,32,90,22,21,192,22,14,5,7,6
NLANBGKA_01648,26,62,3,0,0,0,3,14,5,26,2,2,83,10,20,2,2,6
NLANBGKA_01649,1,7,0,0,0,0,2,1,0,3,0,0,10,0,3,0,0,1
NLANBGKA_01650,55,85,4,0,0,0,5,22,12,33,2,6,65,8,11,1,6,5
NLANBGKA_01651,276,380,20,0,0,0,12,73,33,119,20,22,703,106,96,5,11,35
NLANBGKA_01652,57,97,0,0,0,0,4,20,3,29,1,7,110,11,12,2,2,6
NLANBGKA_01653,798,1420,80,0,0,0,43,406,121,478,104,104,1984,314,265,11,37,89
NLANBGKA_01654,754,1235,69,0,0,0,39,268,99,373,81,94,958,123,106,8,27,52
NLANBGKA_01655,583,979,61,0,0,0,32,267,62,327,48,93,772,117,98,10,8,40
NLANBGKA_01656,1014,1585,97,0,0,0,49,405,114,580,84,122,1224,168,150,14,19,51
NLANBGKA_01657,150,183,8,0,0,0,8,61,19,82,10,22,164,19,14,0,2,6
NLANBGKA_01658,306,376,26,0,0,0,25,130,40,161,25,21,751,112,185,11,18,46
NLANBGKA_01659,2,7,0,0,0,0,0,2,0,2,1,0,14,1,1,0,0,0
NLANBGKA_01660,4,7,0,0,0,0,0,0,0,4,0,1,9,0,2,0,0,2
NLANBGKA_01661,78,80,6,0,0,0,5,32,9,30,6,5,141,11,12,1,2,5
NLANBGKA_01662,188,415,24,0,0,0,17,142,39,164,26,22,436,53,62,4,6,15
NLANBGKA_01663,0,5,1,0,0,0,0,0,3,3,1,2,4,0,0,0,1,1
NLANBGKA_01664,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
NLANBGKA_01665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NLANBGKA_01666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NLANBGKA_01667,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NLANBGKA_01668,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0
NLANBGKA_01669,20720,36610,1484,0,0,1,729,6833,1703,11151,1775,2415,27827,3576,2905,170,156,803
NLANBGKA_01670,29702,47384,2454,0,0,2,1092,8848,2149,13381,3203,2754,31384,4241,3102,187,265,883
NLANBGKA_01671,255,326,21,0,0,0,8,81,18,112,19,32,255,34,36,1,0,11
NLANBGKA_01672,15375,28100,1537,0,0,0,640,5635,1553,8146,1499,1662,20469,2505,1705,102,89,445
NLANBGKA_01673,965,1779,96,0,0,0,48,333,130,510,117,162,1385,166,202,12,11,40
NLANBGKA_01674,2,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
NLANBGKA_01675,1,3,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0
NLANBGKA_01676,53,81,1,0,0,0,7,17,5,28,5,6,81,3,7,1,0,2
NLANBGKA_01677,43,94,4,0,0,0,3,8,5,28,6,12,56,9,6,1,0,1
NLANBGKA_01678,85,84,7,0,0,0,6,47,9,47,9,6,198,31,19,0,1,6
NLANBGKA_01679,90,150,15,0,0,0,7,23,13,59,5,18,230,22,45,2,4,10
NLANBGKA_01680,60,44,2,0,0,0,2,17,7,20,4,2,32,3,6,0,1,3
NLANBGKA_01681,91,100,6,0,0,0,2,19,4,22,5,8,44,10,9,0,3,8
NLANBGKA_01682,150,172,8,0,0,0,2,28,11,55,15,10,85,3,3,1,0,7
NLANBGKA_01683,924,1300,83,0,0,0,44,432,103,479,91,89,1569,197,237,13,39,103
NLANBGKA_01684,227,326,23,0,0,0,11,102,28,147,24,19,445,68,60,4,8,16
NLANBGKA_01685,1739,2407,129,0,0,0,58,571,155,789,200,132,2670,325,340,10,33,89
NLANBGKA_01686,727,1217,71,0,0,0,47,317,93,446,66,98,1396,186,162,11,20,72
NLANBGKA_01687,134,227,11,0,0,0,8,54,25,86,12,11,179,20,52,4,4,15
NLANBGKA_01688,331,466,28,0,0,0,15,141,56,187,54,30,393,56,73,5,13,23
NLANBGKA_01689,561,890,50,0,0,0,36,238,57,299,47,47,840,124,97,5,11,25
NLANBGKA_01690,9,18,1,0,0,0,0,7,4,6,3,3,24,4,3,0,0,0
NLANBGKA_01691,1567,2600,128,0,0,0,70,654,185,895,115,168,2663,359,467,17,35,131
NLANBGKA_01692,152,284,19,0,0,0,12,92,33,115,23,26,413,64,52,7,10,22
NLANBGKA_01693,142,199,14,0,0,0,9,52,16,74,13,12,260,27,53,4,3,14
NLANBGKA_01694,1006,1353,78,0,0,0,58,299,91,461,69,103,1863,230,219,8,24,75
NLANBGKA_01695,393,574,23,0,0,0,19,139,40,229,23,35,894,107,64,9,5,30
NLANBGKA_01696,26,31,1,0,0,0,4,9,2,6,1,3,51,17,18,2,1,0
NLANBGKA_01697,447,741,54,0,0,0,22,185,59,220,42,61,942,109,123,8,20,34
NLANBGKA_01699,3,2,2,0,0,0,0,1,1,2,1,2,6,0,1,0,1,2
NLANBGKA_01700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NLANBGKA_01701,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
NLANBGKA_01702,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NLANBGKA_01703,48,91,8,0,0,0,15,28,7,33,6,12,144,30,34,6,11,18
NLANBGKA_01704,1527,2567,119,0,0,0,171,1792,503,1430,306,259,6790,1093,1382,42,65,186
NLANBGKA_01705,516,796,54,0,0,0,55,538,156,450,97,92,2664,289,269,7,6,38
NLANBGKA_01706,120,167,13,0,0,0,9,132,39,114,37,19,604,74,59,2,3,6
NLANBGKA_01707,4,3,0,0,0,0,0,1,0,0,1,0,15,3,2,0,0,0
NLANBGKA_01708,170,259,17,0,0,0,9,49,12,77,8,27,240,33,21,1,4,8
NLANBGKA_01709,12,31,1,0,0,0,1,6,2,9,1,2,35,6,5,0,1,1
NLANBGKA_01710,3734,5650,276,0,0,0,208,1614,400,1933,408,373,7757,1014,919,56,153,409
NLANBGKA_01711,233,378,19,0,0,0,19,72,14,97,19,25,318,46,44,4,7,10
NLANBGKA_01712,60,64,0,0,0,0,2,16,6,35,11,7,76,6,10,1,2,5
NLANBGKA_01713,1165,1771,74,0,0,0,49,420,102,606,121,122,1378,200,154,19,25,64
NLANBGKA_01714,612,846,49,0,0,0,28,242,75,268,48,60,548,87,129,21,19,49
NLANBGKA_01715,491,831,41,0,0,0,27,226,67,303,98,67,1038,162,310,18,66,106
NLANBGKA_01716,800,1436,107,0,0,0,36,339,143,516,103,108,2003,269,298,20,47,120
NLANBGKA_01717,818,997,79,0,0,0,57,337,132,478,60,76,1537,224,361,31,79,136
NLANBGKA_01718,165,208,20,0,0,0,12,65,20,99,11,21,347,47,29,5,3,13
NLANBGKA_01719,2120,3112,158,1,1,1,127,897,324,1134,241,273,4543,639,752,54,123,273
NLANBGKA_01720,466,716,48,0,0,0,23,211,72,276,63,43,1049,136,139,6,13,50
NLANBGKA_01721,936,1479,99,0,0,0,52,367,115,495,133,83,1926,209,261,27,41,84
NLANBGKA_01722,2417,4026,281,0,0,0,167,990,337,1313,254,335,5472,736,765,57,132,328
NLANBGKA_01723,434,698,39,0,1,0,37,190,64,258,52,66,950,121,124,8,29,57
NLANBGKA_01724,131,131,11,0,0,0,7,45,19,73,10,12,274,38,29,3,4,7
NLANBGKA_01725,146,220,24,0,0,0,9,66,26,91,18,35,494,75,98,1,12,25
NLANBGKA_01726,1160,1694,105,0,0,0,81,501,171,603,109,144,2741,364,353,27,43,102
NLANBGKA_01727,517,915,61,0,0,0,41,296,93,376,76,82,1658,200,289,16,27,61
NLANBGKA_01728,1636,2002,153,0,0,0,77,605,226,774,159,172,3523,405,418,24,69,140
NLANBGKA_01729,60,95,5,0,0,0,4,47,20,45,6,11,273,48,58,2,5,13
NLANBGKA_01730,467,632,55,0,0,0,31,217,80,298,50,58,1260,133,215,16,44,51
NLANBGKA_01731,501,987,64,1,0,0,34,208,86,306,79,65,1203,163,270,12,30,75
NLANBGKA_01732,542,627,41,0,0,0,25,270,120,303,60,71,1235,226,527,35,86,173
NLANBGKA_01733,856,965,66,0,0,0,45,320,126,508,127,99,2231,283,335,25,69,145
NLANBGKA_01734,73,87,2,0,0,0,11,38,13,32,14,6,182,27,53,1,5,11
NLANBGKA_01735,2071,3083,190,0,0,0,120,1015,289,1214,220,220,5802,724,909,44,89,182
NLANBGKA_01736,3336,5024,290,0,1,0,202,1574,472,2023,312,402,10437,1262,1166,65,93,325
NLANBGKA_01737,701,1065,62,0,0,0,29,257,84,339,46,62,978,125,119,11,16,41
NLANBGKA_01738,33,16,1,0,0,0,3,13,9,24,3,5,77,5,7,0,4,4
NLANBGKA_01739,9,11,2,0,0,0,1,5,4,2,2,2,43,3,4,2,0,0
NLANBGKA_01740,182,266,16,0,0,0,8,84,22,104,22,19,503,68,99,5,13,22
NLANBGKA_01741,831,1323,95,0,0,0,63,365,119,479,192,94,2283,280,320,12,39,94
NLANBGKA_01742,4116,5172,311,0,0,0,221,1559,521,2332,425,393,9303,1351,1644,87,272,589
NLANBGKA_01743,1329,2094,103,0,0,0,61,524,143,710,136,121,3358,496,481,26,68,168
NLANBGKA_01744,10,17,2,0,0,0,1,8,3,3,1,2,31,3,2,0,0,1
NLANBGKA_01745,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,1
NLANBGKA_01746,0,2,0,0,0,0,0,0,1,2,1,0,1,1,2,0,0,0
NLANBGKA_01747,32,41,0,0,0,0,3,16,4,13,3,1,36,5,4,0,0,3
NLANBGKA_01748,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NLANBGKA_01749,1853,2573,137,0,0,0,63,709,215,902,126,160,3421,453,539,23,37,126
NLANBGKA_01750,114,149,9,0,0,0,2,43,9,62,13,10,311,39,44,3,4,1
NLANBGKA_01751,2506,3774,213,0,0,0,91,1001,361,1318,234,287,3069,398,551,35,63,164
NLANBGKA_01752,5803,8421,466,1,0,0,197,2123,602,2841,582,557,6615,862,1014,55,124,400
NLANBGKA_01753,5246,7764,406,0,0,0,231,2005,584,2423,466,477,6772,997,1139,73,130,384
NLANBGKA_01754,478,641,31,0,0,0,11,135,59,199,40,31,416,44,113,7,13,34
NLANBGKA_01755,119,209,9,0,0,0,7,56,17,76,10,10,228,29,36,2,1,13
NLANBGKA_01756,105,166,9,0,0,0,4,39,10,72,19,19,191,30,22,6,5,11
NLANBGKA_01757,24,30,1,0,0,0,1,6,5,9,2,1,40,4,2,0,0,0
NLANBGKA_01758,81,149,10,0,0,0,5,41,11,42,10,11,215,23,28,1,3,7
NLANBGKA_01759,425,672,29,0,0,0,23,171,43,246,46,59,784,117,107,7,12,43
NLANBGKA_01760,213,216,14,0,0,0,9,74,14,118,25,22,300,40,43,2,10,27
NLANBGKA_01761,194,280,15,0,0,0,23,94,27,137,21,33,396,69,84,5,14,30
NLANBGKA_01762,69,135,13,0,0,0,6,25,14,57,6,15,151,18,20,1,1,13
NLANBGKA_01763,36,70,4,0,0,0,2,14,9,31,10,5,102,10,12,2,0,4
NLANBGKA_01764,1385,2222,138,0,0,0,84,617,200,850,185,187,2729,440,450,30,83,175
NLANBGKA_01765,20,34,2,0,0,0,1,7,6,6,5,4,46,8,16,0,4,4
NLANBGKA_01766,4,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0
NLANBGKA_01767,61,68,6,0,0,0,3,27,6,43,7,11,83,15,15,0,2,3
NLANBGKA_01768,779,1103,66,0,0,0,23,264,76,382,74,59,397,73,48,9,11,30
NLANBGKA_01769,486,778,40,0,0,0,21,189,59,260,70,49,679,110,181,8,12,47
NLANBGKA_01770,502,598,21,0,0,1,25,246,86,311,62,40,979,154,168,6,26,58
NLANBGKA_01771,24,13,0,0,0,0,0,0,1,2,2,1,43,6,7,0,0,0
NLANBGKA_01772,909,1298,50,0,0,0,22,229,62,371,47,53,483,69,83,6,15,61
NLANBGKA_01773,551,643,40,0,0,0,13,158,48,184,33,19,298,25,41,4,14,24
NLANBGKA_01774,28,34,1,0,0,0,0,8,1,8,0,2,14,3,1,1,0,2
NLANBGKA_01775,23,19,3,0,0,0,0,3,2,7,1,2,10,0,3,0,0,3
NLANBGKA_01776,1578,2148,145,0,0,0,92,676,168,899,115,197,2857,350,480,21,47,137
NLANBGKA_01777,2950,3811,223,0,0,0,125,1051,322,1418,217,275,5531,670,670,30,64,194
NLANBGKA_01778,75,100,3,0,0,0,4,29,7,36,5,9,84,8,13,0,4,5
NLANBGKA_01779,9,21,1,0,0,0,0,4,3,8,3,1,20,1,1,0,0,1
