ID	sample_1B
NLANBGKA_00249	253
NLANBGKA_00250	33
NLANBGKA_00251	16
NLANBGKA_00252	7
NLANBGKA_00253	4
NLANBGKA_00254	571
NLANBGKA_00255	115
NLANBGKA_00256	824
NLANBGKA_00257	108
NLANBGKA_00258	1300
NLANBGKA_00259	824
NLANBGKA_00260	522
NLANBGKA_00261	1033
NLANBGKA_00262	73
NLANBGKA_00263	16
NLANBGKA_00264	34
NLANBGKA_00265	19
NLANBGKA_00266	1
NLANBGKA_00267	2274
NLANBGKA_00268	979
NLANBGKA_00269	1
NLANBGKA_00274	879
NLANBGKA_00275	2151
NLANBGKA_00276	5839
NLANBGKA_00277	675
NLANBGKA_00278	900
NLANBGKA_00279	224
NLANBGKA_00281	215
NLANBGKA_00282	635
NLANBGKA_00283	4525
NLANBGKA_00284	1748
NLANBGKA_00285	1715
NLANBGKA_00286	28
NLANBGKA_00287	559
NLANBGKA_00288	144
NLANBGKA_00289	772
NLANBGKA_00290	256
NLANBGKA_00291	69
NLANBGKA_00292	139
NLANBGKA_00293	221
NLANBGKA_00294	263
NLANBGKA_00295	488
NLANBGKA_00296	18
NLANBGKA_00297	1142
NLANBGKA_00298	1407
NLANBGKA_00299	223
NLANBGKA_00300	2512
NLANBGKA_00301	392
NLANBGKA_00302	17
NLANBGKA_00303	206
NLANBGKA_00304	171
NLANBGKA_00305	102
NLANBGKA_00306	48
NLANBGKA_00307	170
NLANBGKA_00308	547
NLANBGKA_00309	2381
NLANBGKA_00310	124
NLANBGKA_00311	882
NLANBGKA_00312	590
NLANBGKA_00313	876
NLANBGKA_00314	543
NLANBGKA_00315	472
NLANBGKA_00316	23
NLANBGKA_00317	3
NLANBGKA_00318	257
NLANBGKA_00319	193
NLANBGKA_00320	4
NLANBGKA_00321	41
NLANBGKA_00322	6
NLANBGKA_00323	762
NLANBGKA_00324	570
NLANBGKA_00325	551
NLANBGKA_00326	84
NLANBGKA_00327	13
NLANBGKA_00328	110
NLANBGKA_00329	422
NLANBGKA_00330	46
NLANBGKA_00331	693
NLANBGKA_00332	2
NLANBGKA_00333	0
NLANBGKA_00334	0
NLANBGKA_00335	56
NLANBGKA_00336	58
NLANBGKA_00337	28
NLANBGKA_00338	29
NLANBGKA_00339	589
NLANBGKA_00340	39
NLANBGKA_00341	1130
NLANBGKA_00342	118
NLANBGKA_00343	75
NLANBGKA_00344	120
NLANBGKA_00345	32
NLANBGKA_00346	55
NLANBGKA_00347	143
NLANBGKA_00348	52
NLANBGKA_00349	144
NLANBGKA_00350	15
NLANBGKA_00351	640
NLANBGKA_00352	9798
NLANBGKA_00353	1
NLANBGKA_00354	1392
NLANBGKA_00355	11
NLANBGKA_00356	197
NLANBGKA_00357	115
NLANBGKA_00358	462
NLANBGKA_00359	12
NLANBGKA_00360	6017
NLANBGKA_00361	112
NLANBGKA_00363	893
NLANBGKA_00364	1185
NLANBGKA_00365	651
NLANBGKA_00366	217
NLANBGKA_00367	94
NLANBGKA_00368	169
NLANBGKA_00369	101
NLANBGKA_00370	47
NLANBGKA_00371	60742
NLANBGKA_00372	1060
NLANBGKA_00373	491
NLANBGKA_00374	346
NLANBGKA_00375	732
NLANBGKA_00376	448
NLANBGKA_00377	423
NLANBGKA_00378	1520
NLANBGKA_00379	613
NLANBGKA_00380	431
NLANBGKA_00381	18
NLANBGKA_00382	1487
NLANBGKA_00383	1655
NLANBGKA_00384	92
NLANBGKA_00385	2
NLANBGKA_00386	33
NLANBGKA_00387	109
NLANBGKA_00388	352
NLANBGKA_00389	365
NLANBGKA_00390	380
NLANBGKA_00391	5487
NLANBGKA_00392	2262
NLANBGKA_00393	1
NLANBGKA_00394	0
NLANBGKA_00395	311
NLANBGKA_00396	653
NLANBGKA_00397	316
NLANBGKA_00398	3792
NLANBGKA_00399	21
NLANBGKA_00400	309
NLANBGKA_00401	1093
NLANBGKA_00402	2274
NLANBGKA_00403	1877
NLANBGKA_00404	1239
NLANBGKA_00405	1937
NLANBGKA_00406	265
NLANBGKA_00407	322
NLANBGKA_00408	365
NLANBGKA_00409	4374
NLANBGKA_00410	41
NLANBGKA_00411	116
NLANBGKA_00412	708
NLANBGKA_00413	167
NLANBGKA_00414	38
NLANBGKA_00415	7
NLANBGKA_00416	14
NLANBGKA_00417	754
NLANBGKA_00418	201
NLANBGKA_00419	149
NLANBGKA_00420	237
NLANBGKA_00421	0
NLANBGKA_00422	984
NLANBGKA_00423	4174
NLANBGKA_00424	307
NLANBGKA_00425	88
NLANBGKA_00426	118
NLANBGKA_00427	6
NLANBGKA_00428	76
NLANBGKA_00429	5
NLANBGKA_00430	348
NLANBGKA_00431	35
NLANBGKA_00432	62
NLANBGKA_00433	57
NLANBGKA_00434	592
NLANBGKA_00435	48
NLANBGKA_00436	432
NLANBGKA_00437	7
NLANBGKA_00438	639
NLANBGKA_00439	575
NLANBGKA_00440	0
NLANBGKA_00441	8
NLANBGKA_00442	17
NLANBGKA_00443	5
NLANBGKA_00444	319
NLANBGKA_00445	632
NLANBGKA_00446	151
NLANBGKA_00447	781
NLANBGKA_00448	1434
NLANBGKA_00449	827
NLANBGKA_00450	1708
NLANBGKA_00451	4
NLANBGKA_00452	1537
NLANBGKA_00453	665
NLANBGKA_00454	987
NLANBGKA_00455	16
NLANBGKA_00456	196
NLANBGKA_00457	13
NLANBGKA_00458	0
NLANBGKA_00459	8
NLANBGKA_00460	48
NLANBGKA_00461	10
NLANBGKA_00462	1
NLANBGKA_00463	452
NLANBGKA_00464	688
NLANBGKA_00465	3030
NLANBGKA_00466	812
NLANBGKA_00467	88
NLANBGKA_00468	1405
NLANBGKA_00469	1491
NLANBGKA_00470	31
NLANBGKA_00471	257
NLANBGKA_00472	24
NLANBGKA_00473	68
NLANBGKA_00474	19
NLANBGKA_00475	1247
NLANBGKA_00476	342
NLANBGKA_00477	559
NLANBGKA_00478	966
NLANBGKA_00479	414
NLANBGKA_00480	1156
NLANBGKA_00481	2795
NLANBGKA_00482	6238
NLANBGKA_00483	93
NLANBGKA_00484	372
NLANBGKA_00485	347
NLANBGKA_00486	542
NLANBGKA_00487	574
NLANBGKA_00488	516
NLANBGKA_00489	633
NLANBGKA_00490	797
NLANBGKA_00491	1539
NLANBGKA_00492	456
NLANBGKA_00493	726
NLANBGKA_00494	18
NLANBGKA_00495	2
NLANBGKA_00496	6
NLANBGKA_00497	0
NLANBGKA_00498	2376
NLANBGKA_00499	111
NLANBGKA_00500	55
NLANBGKA_00501	50
NLANBGKA_00502	355
NLANBGKA_00503	1182
NLANBGKA_00504	42
NLANBGKA_00505	19
NLANBGKA_00506	65
NLANBGKA_00507	24
NLANBGKA_00508	12
NLANBGKA_00509	19
NLANBGKA_00510	0
NLANBGKA_00511	2120
NLANBGKA_00512	1511
NLANBGKA_00513	126
NLANBGKA_00514	4
NLANBGKA_00515	123
NLANBGKA_00516	63
NLANBGKA_00517	236
NLANBGKA_00518	21
NLANBGKA_00519	215
NLANBGKA_00520	301
NLANBGKA_00521	75
NLANBGKA_00522	134
NLANBGKA_00523	45
NLANBGKA_00524	4436
NLANBGKA_00525	51
NLANBGKA_00526	4502
NLANBGKA_00527	389
NLANBGKA_00528	53
NLANBGKA_00529	0
NLANBGKA_00530	21200
NLANBGKA_00531	0
NLANBGKA_00532	5
NLANBGKA_00533	1293
NLANBGKA_00534	292
NLANBGKA_00535	0
NLANBGKA_00536	15
NLANBGKA_00537	4
NLANBGKA_00538	2
NLANBGKA_00539	23
NLANBGKA_00540	17
NLANBGKA_00541	8
NLANBGKA_00542	0
NLANBGKA_00543	1
NLANBGKA_00544	0
NLANBGKA_00545	4451
NLANBGKA_00546	1350
NLANBGKA_00547	515
NLANBGKA_00548	348
NLANBGKA_00549	1931
NLANBGKA_00550	1746
NLANBGKA_00551	1080
NLANBGKA_00552	496
NLANBGKA_00553	183
NLANBGKA_00554	30
NLANBGKA_00555	5
NLANBGKA_00556	42
NLANBGKA_00557	112
NLANBGKA_00558	116
NLANBGKA_00559	0
NLANBGKA_00560	2
NLANBGKA_00561	4548
NLANBGKA_00562	21843
NLANBGKA_00563	56
NLANBGKA_00564	17
NLANBGKA_00565	25
NLANBGKA_00566	72
NLANBGKA_00567	101
NLANBGKA_00568	132
NLANBGKA_00569	16
NLANBGKA_00570	61
NLANBGKA_00571	40
NLANBGKA_00572	115
NLANBGKA_00573	22
NLANBGKA_00574	12
NLANBGKA_00575	175
NLANBGKA_00576	14
NLANBGKA_00577	19
NLANBGKA_00578	46
NLANBGKA_00579	4982
NLANBGKA_00580	2019
NLANBGKA_00581	1116
NLANBGKA_00582	1
NLANBGKA_00583	0
NLANBGKA_00584	40
NLANBGKA_00585	14
NLANBGKA_00586	73
NLANBGKA_00587	66
NLANBGKA_00588	28
NLANBGKA_00589	16
NLANBGKA_00590	9
NLANBGKA_00591	364
NLANBGKA_00592	225
NLANBGKA_00593	220
NLANBGKA_00594	748
NLANBGKA_00595	837
NLANBGKA_00596	20
NLANBGKA_00597	2374
NLANBGKA_00598	6
NLANBGKA_00599	15
NLANBGKA_00600	170
NLANBGKA_00601	5656
NLANBGKA_00602	1512
NLANBGKA_00603	377
NLANBGKA_00604	8
NLANBGKA_00605	316
NLANBGKA_00606	853
NLANBGKA_00607	572
NLANBGKA_00608	2665
NLANBGKA_00609	58
NLANBGKA_00610	3811
NLANBGKA_00611	515
NLANBGKA_00612	2
NLANBGKA_00613	0
NLANBGKA_00614	6
NLANBGKA_00615	24
NLANBGKA_00616	594
NLANBGKA_00617	1251
NLANBGKA_00618	75
NLANBGKA_00619	56
NLANBGKA_00620	118
NLANBGKA_00621	9
NLANBGKA_00622	14
NLANBGKA_00623	116
NLANBGKA_00624	256
NLANBGKA_00625	100
NLANBGKA_00626	690
NLANBGKA_00627	1135
NLANBGKA_00628	1628
NLANBGKA_00629	2653
NLANBGKA_00630	3212
NLANBGKA_00631	699
NLANBGKA_00632	3420
NLANBGKA_00633	0
NLANBGKA_00634	6
NLANBGKA_00635	1
NLANBGKA_00636	0
NLANBGKA_00637	1
NLANBGKA_00638	3
NLANBGKA_00639	1
NLANBGKA_00640	2
NLANBGKA_00641	1
NLANBGKA_00642	0
NLANBGKA_00643	11
NLANBGKA_00644	0
NLANBGKA_00645	20
NLANBGKA_00646	307
NLANBGKA_00647	747
NLANBGKA_00648	611
NLANBGKA_00649	42
NLANBGKA_00650	188
NLANBGKA_00651	213
NLANBGKA_00652	57
NLANBGKA_00653	95
NLANBGKA_00654	65
NLANBGKA_00655	21
NLANBGKA_00656	19
NLANBGKA_00657	4462
NLANBGKA_00658	3690
NLANBGKA_00659	1203
NLANBGKA_00660	664
NLANBGKA_00661	1270
NLANBGKA_00662	2585
NLANBGKA_00663	4198
NLANBGKA_00664	281
NLANBGKA_00665	22
NLANBGKA_00666	5065
NLANBGKA_00667	240861
NLANBGKA_00668	74
NLANBGKA_00669	166
NLANBGKA_00670	22231
NLANBGKA_00671	15108
NLANBGKA_00672	1684
NLANBGKA_00673	463
NLANBGKA_00674	139
NLANBGKA_00675	1128
NLANBGKA_00676	5
NLANBGKA_00677	879
NLANBGKA_00678	959
NLANBGKA_00679	7889
NLANBGKA_00680	187
NLANBGKA_00681	143
NLANBGKA_00682	3380
NLANBGKA_00683	391
NLANBGKA_00684	1029
NLANBGKA_00685	720
NLANBGKA_00686	2776
NLANBGKA_00687	621
NLANBGKA_00688	565
NLANBGKA_00689	1147
NLANBGKA_00690	10
NLANBGKA_00691	741
NLANBGKA_00692	229
NLANBGKA_00693	429
NLANBGKA_00694	170
NLANBGKA_00695	730
NLANBGKA_00696	600
NLANBGKA_00697	295
NLANBGKA_00698	105
NLANBGKA_00699	121
NLANBGKA_00700	82
NLANBGKA_00701	246
NLANBGKA_00702	775
NLANBGKA_00703	57
NLANBGKA_00704	22
NLANBGKA_00705	81
NLANBGKA_00706	163
NLANBGKA_00707	109
NLANBGKA_00708	140
NLANBGKA_00709	238
NLANBGKA_00710	89
NLANBGKA_00711	75
NLANBGKA_00712	65
NLANBGKA_00713	0
NLANBGKA_00714	3
NLANBGKA_00715	5613
NLANBGKA_00716	1
NLANBGKA_00717	43
NLANBGKA_00718	106
NLANBGKA_00719	2017
NLANBGKA_00720	4034
NLANBGKA_00721	1171
NLANBGKA_00722	150
NLANBGKA_00723	512
NLANBGKA_00724	45
NLANBGKA_00725	941
NLANBGKA_00726	228
NLANBGKA_00727	20
NLANBGKA_00728	0
NLANBGKA_00729	55
NLANBGKA_00730	1397
NLANBGKA_00731	409
NLANBGKA_00732	252
NLANBGKA_00733	350
NLANBGKA_00734	327
NLANBGKA_00735	396
NLANBGKA_00736	0
NLANBGKA_00737	32
NLANBGKA_00738	89
NLANBGKA_00739	570
NLANBGKA_00740	2023
NLANBGKA_00741	176
NLANBGKA_00742	51
NLANBGKA_00743	5412
NLANBGKA_00744	808
NLANBGKA_00745	5519
NLANBGKA_00746	220
NLANBGKA_00747	0
NLANBGKA_00748	10875
NLANBGKA_00749	3581
NLANBGKA_00750	311
NLANBGKA_00751	16937
NLANBGKA_00752	3345
NLANBGKA_00753	1759
NLANBGKA_00754	1449
NLANBGKA_00755	1292
NLANBGKA_00756	600
NLANBGKA_00757	5108
NLANBGKA_00758	8065
NLANBGKA_00759	1782
NLANBGKA_00760	649
NLANBGKA_00761	104
NLANBGKA_00762	2072
NLANBGKA_00763	1618
NLANBGKA_00764	4549
NLANBGKA_00765	0
NLANBGKA_00766	337
NLANBGKA_00767	25
NLANBGKA_00768	330
NLANBGKA_00769	428
NLANBGKA_00770	674
NLANBGKA_00771	158
NLANBGKA_00772	221
NLANBGKA_00773	698
NLANBGKA_00774	360
NLANBGKA_00775	812
NLANBGKA_00776	3618
NLANBGKA_00777	369
NLANBGKA_00778	67
NLANBGKA_00779	318
NLANBGKA_00780	201
NLANBGKA_00781	0
NLANBGKA_00782	1864
NLANBGKA_00783	2129
NLANBGKA_00784	31
NLANBGKA_00785	882
NLANBGKA_00786	3
NLANBGKA_00787	9
NLANBGKA_00788	47
NLANBGKA_00789	1778
NLANBGKA_00790	451
NLANBGKA_00791	16
NLANBGKA_00792	517
NLANBGKA_00793	273
NLANBGKA_00794	1600
NLANBGKA_00795	1385
NLANBGKA_00796	167
NLANBGKA_00797	1027
NLANBGKA_00798	20
NLANBGKA_00799	623
NLANBGKA_00800	401
NLANBGKA_00801	45
NLANBGKA_00802	12
NLANBGKA_00803	54
NLANBGKA_00804	617
NLANBGKA_00805	227
NLANBGKA_00806	8
NLANBGKA_00807	12
NLANBGKA_00808	0
NLANBGKA_00809	131
NLANBGKA_00810	565
NLANBGKA_00811	10
NLANBGKA_00812	49
NLANBGKA_00813	11
NLANBGKA_00814	1114
NLANBGKA_00815	930
NLANBGKA_00816	358
NLANBGKA_00817	1798
NLANBGKA_00818	1596
NLANBGKA_00819	137
NLANBGKA_00820	1513
NLANBGKA_00821	1880
NLANBGKA_00822	825
NLANBGKA_00823	1420
NLANBGKA_00824	286
NLANBGKA_00825	1881
NLANBGKA_00826	279
NLANBGKA_00827	18
NLANBGKA_00828	41921
NLANBGKA_00829	135
NLANBGKA_00830	2057
NLANBGKA_00831	2048
NLANBGKA_00832	122
NLANBGKA_00833	3505
NLANBGKA_00834	1505
NLANBGKA_00835	1029
NLANBGKA_00836	1658
NLANBGKA_00837	285
NLANBGKA_00838	1220
NLANBGKA_00839	90
NLANBGKA_00840	957
NLANBGKA_00841	230
NLANBGKA_00842	479
NLANBGKA_00843	924
NLANBGKA_00844	429
NLANBGKA_00845	506
NLANBGKA_00846	3
NLANBGKA_00847	12
NLANBGKA_00848	89
NLANBGKA_00849	990
NLANBGKA_00850	698
NLANBGKA_00851	990
NLANBGKA_00852	11
NLANBGKA_00853	146
NLANBGKA_00854	90
NLANBGKA_00855	1195
NLANBGKA_00856	522
NLANBGKA_00857	164
NLANBGKA_00858	128
NLANBGKA_00859	203
NLANBGKA_00860	1
NLANBGKA_00861	14966
NLANBGKA_00862	130
NLANBGKA_00863	187
NLANBGKA_00864	31
NLANBGKA_00865	37
NLANBGKA_00866	534
NLANBGKA_00867	130
NLANBGKA_00868	549
NLANBGKA_00871	3809
NLANBGKA_00874	310
NLANBGKA_00875	1120
NLANBGKA_00876	647
NLANBGKA_00877	825
NLANBGKA_00878	219
NLANBGKA_00879	12
NLANBGKA_00880	4
NLANBGKA_00881	111
NLANBGKA_00882	222
NLANBGKA_00883	873
NLANBGKA_00884	1710
NLANBGKA_00885	14
NLANBGKA_00886	207
NLANBGKA_00887	1473
NLANBGKA_00888	443
NLANBGKA_00889	359
NLANBGKA_00890	1217
NLANBGKA_00891	0
NLANBGKA_00892	268
NLANBGKA_00893	71
NLANBGKA_00894	234
NLANBGKA_00895	1329
NLANBGKA_00896	440
NLANBGKA_00897	2271
NLANBGKA_00898	1523
NLANBGKA_00899	2
NLANBGKA_00900	4
NLANBGKA_00901	0
NLANBGKA_00902	2
NLANBGKA_00903	548
NLANBGKA_00904	74
NLANBGKA_00905	359
NLANBGKA_00906	1514
NLANBGKA_00907	245
NLANBGKA_00908	215
NLANBGKA_00909	340
NLANBGKA_00910	76
NLANBGKA_00911	13
NLANBGKA_00912	31191
NLANBGKA_00913	3
NLANBGKA_00914	1
NLANBGKA_00915	420
NLANBGKA_00916	222
NLANBGKA_00917	1266
NLANBGKA_00918	99
NLANBGKA_00919	9
NLANBGKA_00920	3
NLANBGKA_00921	2859
NLANBGKA_00922	62
NLANBGKA_00923	54
NLANBGKA_00924	0
NLANBGKA_00925	14
NLANBGKA_00926	39
NLANBGKA_00927	82
NLANBGKA_00928	25
NLANBGKA_00929	181
NLANBGKA_00930	31
NLANBGKA_00931	46
NLANBGKA_00932	5
NLANBGKA_00933	14674
NLANBGKA_00934	22
NLANBGKA_00935	256
NLANBGKA_00936	3
NLANBGKA_00937	135
NLANBGKA_00938	93
NLANBGKA_00939	294
NLANBGKA_00940	4
NLANBGKA_00941	4
NLANBGKA_00942	20
NLANBGKA_00943	5
NLANBGKA_00944	3
NLANBGKA_00945	0
NLANBGKA_00946	3558
NLANBGKA_00947	12
NLANBGKA_00948	137
NLANBGKA_00949	25
NLANBGKA_00950	0
NLANBGKA_00951	27
NLANBGKA_00952	1725
NLANBGKA_00953	641
NLANBGKA_00954	652
NLANBGKA_00955	3575
NLANBGKA_00956	29
NLANBGKA_00957	866
NLANBGKA_00958	996
NLANBGKA_00959	91
NLANBGKA_00960	2318
NLANBGKA_00961	301
NLANBGKA_00962	1094
NLANBGKA_00963	5618
NLANBGKA_00964	4932
NLANBGKA_00965	1060
NLANBGKA_00966	8
NLANBGKA_00967	1
NLANBGKA_00968	0
NLANBGKA_00969	3
NLANBGKA_00970	0
NLANBGKA_00971	2
NLANBGKA_00972	2
NLANBGKA_00973	237
NLANBGKA_00974	657
NLANBGKA_00975	0
NLANBGKA_00976	0
NLANBGKA_00977	7
NLANBGKA_00978	23
NLANBGKA_00979	5633
NLANBGKA_00980	177
NLANBGKA_00981	295
NLANBGKA_00982	55
NLANBGKA_00983	40
NLANBGKA_00984	195
NLANBGKA_00985	128
NLANBGKA_00986	34
NLANBGKA_00987	67
NLANBGKA_00988	16
NLANBGKA_00989	0
NLANBGKA_00990	355
NLANBGKA_00991	146
NLANBGKA_00992	40
NLANBGKA_00993	739
NLANBGKA_00994	889
NLANBGKA_00995	45
NLANBGKA_00996	170
NLANBGKA_00997	938
NLANBGKA_00998	573
NLANBGKA_00999	31
NLANBGKA_01000	19
NLANBGKA_01001	45
NLANBGKA_01002	14
NLANBGKA_01003	20
NLANBGKA_01004	1
NLANBGKA_01005	399
NLANBGKA_01006	2007
NLANBGKA_01007	9
NLANBGKA_01008	576
NLANBGKA_01009	2223
NLANBGKA_01010	155
NLANBGKA_01011	1761
NLANBGKA_01012	1771
NLANBGKA_01013	4
NLANBGKA_01014	8
NLANBGKA_01015	4
NLANBGKA_01016	11
NLANBGKA_01017	2452
NLANBGKA_01018	122
NLANBGKA_01019	104
NLANBGKA_01020	107
NLANBGKA_01021	582
NLANBGKA_01022	597
NLANBGKA_01023	83
NLANBGKA_01024	7
NLANBGKA_01025	232
NLANBGKA_01026	273
NLANBGKA_01027	620
NLANBGKA_01028	462
NLANBGKA_01029	12766
NLANBGKA_01030	87089
NLANBGKA_01031	21001
NLANBGKA_01032	27425
NLANBGKA_01033	527
NLANBGKA_01034	772
NLANBGKA_01035	146
NLANBGKA_01036	233
NLANBGKA_01037	1271
NLANBGKA_01038	570
NLANBGKA_01039	122
NLANBGKA_01040	7
NLANBGKA_01041	6
NLANBGKA_01042	1
NLANBGKA_01043	109
NLANBGKA_01044	0
NLANBGKA_01045	11
NLANBGKA_01046	42
NLANBGKA_01047	0
NLANBGKA_01048	99
NLANBGKA_01049	81
NLANBGKA_01050	258
NLANBGKA_01051	24
NLANBGKA_01052	3
NLANBGKA_01053	0
NLANBGKA_01054	242
NLANBGKA_01055	309
NLANBGKA_01056	16
NLANBGKA_01057	27
NLANBGKA_01058	27
NLANBGKA_01059	74
NLANBGKA_01060	171
NLANBGKA_01061	0
NLANBGKA_01062	47
NLANBGKA_01063	179
NLANBGKA_01064	51
NLANBGKA_01065	129
NLANBGKA_01066	981
NLANBGKA_01067	662
NLANBGKA_01068	28
NLANBGKA_01069	59
NLANBGKA_01070	9
NLANBGKA_01071	96
