ID	sample_5C
NLANBGKA_00351	75
NLANBGKA_00352	944
NLANBGKA_00353	1
NLANBGKA_00354	159
NLANBGKA_00355	2
NLANBGKA_00356	45
NLANBGKA_00357	19
NLANBGKA_00358	111
NLANBGKA_00359	2
NLANBGKA_00360	1400
NLANBGKA_00361	38
NLANBGKA_00363	133
NLANBGKA_00364	168
NLANBGKA_00365	99
NLANBGKA_00366	37
NLANBGKA_00367	37
NLANBGKA_00368	90
NLANBGKA_00369	21
NLANBGKA_00370	8
NLANBGKA_00371	7946
NLANBGKA_00372	82
NLANBGKA_00373	54
NLANBGKA_00374	48
NLANBGKA_00375	81
NLANBGKA_00376	79
NLANBGKA_00377	64
NLANBGKA_00378	304
NLANBGKA_00379	104
NLANBGKA_00380	84
NLANBGKA_00381	6
NLANBGKA_00382	242
NLANBGKA_00383	226
NLANBGKA_00384	21
NLANBGKA_00385	0
NLANBGKA_00386	17
NLANBGKA_00387	80
NLANBGKA_00388	202
NLANBGKA_00389	205
NLANBGKA_00390	189
NLANBGKA_00391	1037
NLANBGKA_00392	705
NLANBGKA_00393	0
NLANBGKA_00394	0
NLANBGKA_00395	90
NLANBGKA_00396	114
NLANBGKA_00397	66
NLANBGKA_00398	352
NLANBGKA_00399	2
NLANBGKA_00400	27
NLANBGKA_00401	135
NLANBGKA_00402	184
NLANBGKA_00403	153
NLANBGKA_00404	121
NLANBGKA_00405	231
NLANBGKA_00406	16
NLANBGKA_00407	55
NLANBGKA_00408	46
NLANBGKA_00409	654
NLANBGKA_00410	9
NLANBGKA_00411	38
NLANBGKA_00412	180
NLANBGKA_00413	24
NLANBGKA_00414	19
NLANBGKA_00415	2
NLANBGKA_00416	6
NLANBGKA_00417	111
NLANBGKA_00418	36
NLANBGKA_00419	22
NLANBGKA_00420	73
NLANBGKA_00421	0
NLANBGKA_00422	527
NLANBGKA_00423	1103
NLANBGKA_00424	37
NLANBGKA_00425	30
NLANBGKA_00426	33
NLANBGKA_00427	2
NLANBGKA_00428	9
NLANBGKA_00429	0
NLANBGKA_00430	47
NLANBGKA_00431	2
NLANBGKA_00432	24
NLANBGKA_00433	11
NLANBGKA_00434	84
NLANBGKA_00435	9
NLANBGKA_00436	69
NLANBGKA_00437	0
NLANBGKA_00438	89
NLANBGKA_00439	32
NLANBGKA_00440	0
NLANBGKA_00441	2
NLANBGKA_00442	1
NLANBGKA_00443	1
NLANBGKA_00444	41
NLANBGKA_00445	83
NLANBGKA_00446	11
NLANBGKA_00447	61
NLANBGKA_00448	124
NLANBGKA_00449	80
NLANBGKA_00450	225
NLANBGKA_00451	0
NLANBGKA_00452	277
NLANBGKA_00453	101
NLANBGKA_00454	177
NLANBGKA_00455	4
NLANBGKA_00456	28
NLANBGKA_00457	5
NLANBGKA_00458	0
NLANBGKA_00459	5
NLANBGKA_00460	0
NLANBGKA_00461	1
NLANBGKA_00462	0
NLANBGKA_00463	131
NLANBGKA_00464	127
NLANBGKA_00465	330
NLANBGKA_00466	175
NLANBGKA_00467	21
NLANBGKA_00468	361
NLANBGKA_00469	307
NLANBGKA_00470	11
NLANBGKA_00471	54
NLANBGKA_00472	2
NLANBGKA_00473	39
NLANBGKA_00474	3
NLANBGKA_00475	216
NLANBGKA_00476	89
NLANBGKA_00477	99
NLANBGKA_00478	80
NLANBGKA_00479	56
NLANBGKA_00480	83
NLANBGKA_00481	379
NLANBGKA_00482	919
NLANBGKA_00483	17
NLANBGKA_00484	42
NLANBGKA_00485	51
NLANBGKA_00486	74
NLANBGKA_00487	148
NLANBGKA_00488	126
NLANBGKA_00489	89
NLANBGKA_00490	152
NLANBGKA_00491	324
NLANBGKA_00492	69
NLANBGKA_00493	97
NLANBGKA_00494	3
NLANBGKA_00495	1
NLANBGKA_00496	2
NLANBGKA_00497	1
NLANBGKA_00498	309
NLANBGKA_00499	60
NLANBGKA_00500	22
NLANBGKA_00501	11
NLANBGKA_00502	113
NLANBGKA_00503	382
NLANBGKA_00504	10
NLANBGKA_00505	1
NLANBGKA_00506	17
NLANBGKA_00507	3
NLANBGKA_00508	1
NLANBGKA_00509	9
NLANBGKA_00510	0
NLANBGKA_00511	335
NLANBGKA_00512	366
NLANBGKA_00513	50
NLANBGKA_00514	0
NLANBGKA_00515	115
NLANBGKA_00516	47
NLANBGKA_00517	100
NLANBGKA_00518	3
NLANBGKA_00519	31
NLANBGKA_00520	61
NLANBGKA_00521	14
NLANBGKA_00522	41
NLANBGKA_00523	6
NLANBGKA_00524	613
NLANBGKA_00525	1
NLANBGKA_00526	674
NLANBGKA_00527	76
NLANBGKA_00528	7
NLANBGKA_00529	0
NLANBGKA_00530	3518
NLANBGKA_00531	0
NLANBGKA_00532	1
NLANBGKA_00533	198
NLANBGKA_00534	26
NLANBGKA_00535	0
NLANBGKA_00536	5
NLANBGKA_00537	2
NLANBGKA_00538	2
NLANBGKA_00539	1
NLANBGKA_00540	13
NLANBGKA_00541	5
NLANBGKA_00542	0
NLANBGKA_00543	0
NLANBGKA_00544	1
NLANBGKA_00545	375
NLANBGKA_00546	144
NLANBGKA_00547	136
NLANBGKA_00548	72
NLANBGKA_00549	197
NLANBGKA_00550	133
NLANBGKA_00551	129
NLANBGKA_00552	43
NLANBGKA_00553	12
NLANBGKA_00554	10
NLANBGKA_00555	2
NLANBGKA_00556	8
NLANBGKA_00557	18
NLANBGKA_00558	5
NLANBGKA_00559	0
NLANBGKA_00560	3
NLANBGKA_00561	345
NLANBGKA_00562	2571
NLANBGKA_00563	32
NLANBGKA_00564	3
NLANBGKA_00565	1
NLANBGKA_00566	10
NLANBGKA_00567	6
NLANBGKA_00568	16
NLANBGKA_00569	4
NLANBGKA_00570	7
NLANBGKA_00571	4
NLANBGKA_00572	23
NLANBGKA_00573	6
NLANBGKA_00574	3
NLANBGKA_00575	15
NLANBGKA_00576	0
NLANBGKA_00577	2
NLANBGKA_00578	3
NLANBGKA_00579	874
NLANBGKA_00580	279
NLANBGKA_00581	229
NLANBGKA_00582	0
NLANBGKA_00583	0
NLANBGKA_00584	8
NLANBGKA_00585	7
NLANBGKA_00586	15
NLANBGKA_00587	32
NLANBGKA_00588	4
NLANBGKA_00589	3
NLANBGKA_00590	1
NLANBGKA_00591	43
NLANBGKA_00592	39
NLANBGKA_00593	32
NLANBGKA_00594	116
NLANBGKA_00595	116
NLANBGKA_00596	2
NLANBGKA_00597	449
NLANBGKA_00598	2
NLANBGKA_00599	2
NLANBGKA_00600	22
NLANBGKA_00601	898
NLANBGKA_00602	204
NLANBGKA_00603	145
NLANBGKA_00604	1
NLANBGKA_00605	58
NLANBGKA_00606	141
NLANBGKA_00607	117
NLANBGKA_00608	965
NLANBGKA_00609	18
NLANBGKA_00610	477
NLANBGKA_00611	63
NLANBGKA_00612	0
NLANBGKA_00613	0
NLANBGKA_00614	2
NLANBGKA_00615	0
NLANBGKA_00616	134
NLANBGKA_00617	322
NLANBGKA_00618	49
NLANBGKA_00619	18
NLANBGKA_00620	56
NLANBGKA_00621	6
NLANBGKA_00622	2
NLANBGKA_00623	39
NLANBGKA_00624	62
NLANBGKA_00625	14
NLANBGKA_00626	97
NLANBGKA_00627	208
NLANBGKA_00628	135
NLANBGKA_00629	282
NLANBGKA_00630	261
NLANBGKA_00631	56
NLANBGKA_00632	394
NLANBGKA_00633	0
NLANBGKA_00634	3
NLANBGKA_00635	0
NLANBGKA_00636	0
NLANBGKA_00637	2
NLANBGKA_00638	0
NLANBGKA_00639	1
NLANBGKA_00640	0
NLANBGKA_00641	1
NLANBGKA_00642	0
NLANBGKA_00643	2
NLANBGKA_00644	0
NLANBGKA_00645	0
NLANBGKA_00646	52
NLANBGKA_00647	154
NLANBGKA_00648	120
NLANBGKA_00649	7
NLANBGKA_00650	39
NLANBGKA_00651	34
NLANBGKA_00652	7
NLANBGKA_00653	21
NLANBGKA_00654	18
NLANBGKA_00655	2
NLANBGKA_00656	4
NLANBGKA_00657	1254
NLANBGKA_00658	416
NLANBGKA_00659	190
NLANBGKA_00660	123
NLANBGKA_00661	147
NLANBGKA_00662	211
NLANBGKA_00663	422
NLANBGKA_00664	69
NLANBGKA_00665	3
NLANBGKA_00666	469
NLANBGKA_00667	21876
NLANBGKA_00668	3
NLANBGKA_00669	18
NLANBGKA_00670	2626
NLANBGKA_00671	2040
NLANBGKA_00672	171
NLANBGKA_00673	139
NLANBGKA_00674	24
NLANBGKA_00675	255
NLANBGKA_00676	1
NLANBGKA_00677	211
NLANBGKA_00678	234
NLANBGKA_00679	3492
NLANBGKA_00680	110
NLANBGKA_00681	44
NLANBGKA_00682	674
NLANBGKA_00683	43
NLANBGKA_00684	82
NLANBGKA_00685	82
NLANBGKA_00686	267
NLANBGKA_00687	47
NLANBGKA_00688	55
NLANBGKA_00689	105
NLANBGKA_00690	4
NLANBGKA_00691	122
NLANBGKA_00692	15
NLANBGKA_00693	20
NLANBGKA_00694	15
NLANBGKA_00695	43
NLANBGKA_00696	81
NLANBGKA_00697	24
NLANBGKA_00698	13
NLANBGKA_00699	18
NLANBGKA_00700	21
NLANBGKA_00701	25
NLANBGKA_00702	109
NLANBGKA_00703	15
NLANBGKA_00704	6
NLANBGKA_00705	21
NLANBGKA_00706	43
NLANBGKA_00707	16
NLANBGKA_00708	26
NLANBGKA_00709	45
NLANBGKA_00710	5
NLANBGKA_00711	18
NLANBGKA_00712	15
NLANBGKA_00713	0
NLANBGKA_00714	0
NLANBGKA_00715	1314
NLANBGKA_00716	0
NLANBGKA_00717	9
NLANBGKA_00718	18
NLANBGKA_00719	571
NLANBGKA_00720	424
NLANBGKA_00721	125
NLANBGKA_00722	44
NLANBGKA_00723	69
NLANBGKA_00724	17
NLANBGKA_00725	200
NLANBGKA_00726	19
NLANBGKA_00727	8
NLANBGKA_00728	0
NLANBGKA_00729	11
NLANBGKA_00730	101
NLANBGKA_00731	59
NLANBGKA_00732	16
NLANBGKA_00733	24
NLANBGKA_00734	21
NLANBGKA_00735	43
NLANBGKA_00736	0
NLANBGKA_00737	1
NLANBGKA_00738	8
NLANBGKA_00739	102
NLANBGKA_00740	157
NLANBGKA_00741	40
NLANBGKA_00742	7
NLANBGKA_00743	770
NLANBGKA_00744	113
NLANBGKA_00745	1445
NLANBGKA_00746	51
NLANBGKA_00747	0
NLANBGKA_00748	1286
NLANBGKA_00749	299
NLANBGKA_00750	25
NLANBGKA_00751	1148
NLANBGKA_00752	375
NLANBGKA_00753	106
NLANBGKA_00754	127
NLANBGKA_00755	118
NLANBGKA_00756	55
NLANBGKA_00757	467
NLANBGKA_00758	622
NLANBGKA_00759	161
NLANBGKA_00760	116
NLANBGKA_00761	9
NLANBGKA_00762	108
NLANBGKA_00763	182
NLANBGKA_00764	403
NLANBGKA_00765	0
NLANBGKA_00766	192
NLANBGKA_00767	48
NLANBGKA_00768	67
NLANBGKA_00769	90
NLANBGKA_00770	133
NLANBGKA_00771	23
NLANBGKA_00772	28
NLANBGKA_00773	115
NLANBGKA_00774	50
NLANBGKA_00775	144
NLANBGKA_00776	800
NLANBGKA_00777	36
NLANBGKA_00778	4
NLANBGKA_00779	34
NLANBGKA_00780	24
NLANBGKA_00781	0
NLANBGKA_00782	295
NLANBGKA_00783	178
NLANBGKA_00784	9
NLANBGKA_00785	119
NLANBGKA_00786	0
NLANBGKA_00787	7
NLANBGKA_00788	8
NLANBGKA_00789	259
NLANBGKA_00790	138
NLANBGKA_00791	10
NLANBGKA_00792	98
NLANBGKA_00793	32
NLANBGKA_00794	302
NLANBGKA_00795	170
NLANBGKA_00796	49
NLANBGKA_00797	147
NLANBGKA_00798	7
NLANBGKA_00799	104
NLANBGKA_00800	140
NLANBGKA_00801	7
NLANBGKA_00802	0
NLANBGKA_00803	2
NLANBGKA_00804	106
NLANBGKA_00805	146
NLANBGKA_00806	3
NLANBGKA_00807	1
NLANBGKA_00808	0
NLANBGKA_00809	12
NLANBGKA_00810	87
NLANBGKA_00811	34
NLANBGKA_00812	37
NLANBGKA_00813	3
NLANBGKA_00814	170
NLANBGKA_00815	132
NLANBGKA_00816	26
NLANBGKA_00817	165
NLANBGKA_00818	95
NLANBGKA_00819	9
NLANBGKA_00820	101
NLANBGKA_00821	151
NLANBGKA_00822	63
NLANBGKA_00823	78
NLANBGKA_00824	15
NLANBGKA_00825	122
NLANBGKA_00826	96
NLANBGKA_00827	2
NLANBGKA_00828	11877
NLANBGKA_00829	32
NLANBGKA_00830	130
NLANBGKA_00831	108
NLANBGKA_00832	19
NLANBGKA_00833	374
NLANBGKA_00834	596
NLANBGKA_00835	91
NLANBGKA_00836	195
NLANBGKA_00837	60
NLANBGKA_00838	294
NLANBGKA_00839	13
NLANBGKA_00840	108
NLANBGKA_00841	21
NLANBGKA_00842	80
NLANBGKA_00843	141
NLANBGKA_00844	54
NLANBGKA_00845	76
NLANBGKA_00846	0
NLANBGKA_00847	1
NLANBGKA_00848	8
NLANBGKA_00849	94
NLANBGKA_00850	188
NLANBGKA_00851	175
NLANBGKA_00852	2
NLANBGKA_00853	10
NLANBGKA_00854	8
NLANBGKA_00855	143
NLANBGKA_00856	67
NLANBGKA_00857	31
NLANBGKA_00858	26
NLANBGKA_00859	36
NLANBGKA_00860	1
NLANBGKA_00861	2283
NLANBGKA_00862	60
NLANBGKA_00863	77
NLANBGKA_00864	5
NLANBGKA_00865	6
NLANBGKA_00866	44
NLANBGKA_00867	8
NLANBGKA_00868	56
NLANBGKA_00871	510
NLANBGKA_00874	62
NLANBGKA_00875	410
NLANBGKA_00876	240
NLANBGKA_00877	318
NLANBGKA_00878	50
NLANBGKA_00879	10
NLANBGKA_00880	1
NLANBGKA_00881	29
NLANBGKA_00882	58
NLANBGKA_00883	160
NLANBGKA_00884	208
NLANBGKA_00885	6
NLANBGKA_00886	43
NLANBGKA_00887	113
NLANBGKA_00888	101
NLANBGKA_00889	86
NLANBGKA_00890	341
NLANBGKA_00891	0
NLANBGKA_00892	51
NLANBGKA_00893	19
NLANBGKA_00894	44
NLANBGKA_00895	309
NLANBGKA_00896	65
NLANBGKA_00897	304
NLANBGKA_00898	222
NLANBGKA_00899	0
NLANBGKA_00900	0
NLANBGKA_00901	0
NLANBGKA_00902	0
NLANBGKA_00903	94
NLANBGKA_00904	10
NLANBGKA_00905	41
NLANBGKA_00906	245
NLANBGKA_00907	34
NLANBGKA_00908	30
NLANBGKA_00909	59
NLANBGKA_00910	21
NLANBGKA_00911	2
NLANBGKA_00912	3655
NLANBGKA_00913	0
NLANBGKA_00914	0
NLANBGKA_00915	63
NLANBGKA_00916	27
NLANBGKA_00917	158
NLANBGKA_00918	23
NLANBGKA_00919	0
NLANBGKA_00920	0
NLANBGKA_00921	263
NLANBGKA_00922	4
NLANBGKA_00923	8
NLANBGKA_00924	0
NLANBGKA_00925	2
NLANBGKA_00926	2
NLANBGKA_00927	4
NLANBGKA_00928	13
NLANBGKA_00929	108
NLANBGKA_00930	4
NLANBGKA_00931	14
NLANBGKA_00932	0
NLANBGKA_00933	2522
NLANBGKA_00934	0
NLANBGKA_00935	21
NLANBGKA_00936	0
NLANBGKA_00937	11
NLANBGKA_00938	13
NLANBGKA_00939	29
NLANBGKA_00940	0
NLANBGKA_00941	0
NLANBGKA_00942	6
NLANBGKA_00943	1
NLANBGKA_00944	1
NLANBGKA_00945	0
NLANBGKA_00946	873
NLANBGKA_00947	13
NLANBGKA_00948	19
NLANBGKA_00949	0
NLANBGKA_00950	0
NLANBGKA_00951	5
NLANBGKA_00952	250
NLANBGKA_00953	99
NLANBGKA_00954	119
NLANBGKA_00955	730
NLANBGKA_00956	1
NLANBGKA_00957	65
NLANBGKA_00958	366
NLANBGKA_00959	37
NLANBGKA_00960	644
NLANBGKA_00961	130
NLANBGKA_00962	185
NLANBGKA_00963	1197
NLANBGKA_00964	1148
NLANBGKA_00965	149
NLANBGKA_00966	0
NLANBGKA_00967	0
NLANBGKA_00968	0
NLANBGKA_00969	0
NLANBGKA_00970	0
NLANBGKA_00971	0
NLANBGKA_00972	0
NLANBGKA_00973	78
NLANBGKA_00974	144
NLANBGKA_00975	0
NLANBGKA_00976	0
NLANBGKA_00977	0
NLANBGKA_00978	5
NLANBGKA_00979	509
NLANBGKA_00980	35
NLANBGKA_00981	73
NLANBGKA_00982	33
NLANBGKA_00983	15
NLANBGKA_00984	44
NLANBGKA_00985	36
NLANBGKA_00986	8
NLANBGKA_00987	13
NLANBGKA_00988	8
NLANBGKA_00989	0
NLANBGKA_00990	165
NLANBGKA_00991	14
NLANBGKA_00992	8
NLANBGKA_00993	252
NLANBGKA_00994	372
NLANBGKA_00995	11
NLANBGKA_00996	25
NLANBGKA_00997	253
NLANBGKA_00998	216
NLANBGKA_00999	11
NLANBGKA_01000	0
NLANBGKA_01001	8
NLANBGKA_01002	2
NLANBGKA_01003	5
NLANBGKA_01004	0
NLANBGKA_01005	78
NLANBGKA_01006	232
NLANBGKA_01007	2
NLANBGKA_01008	86
NLANBGKA_01009	444
NLANBGKA_01010	11
NLANBGKA_01011	641
NLANBGKA_01012	598
NLANBGKA_01013	2
NLANBGKA_01014	1
NLANBGKA_01015	0
NLANBGKA_01016	8
NLANBGKA_01017	523
NLANBGKA_01018	58
NLANBGKA_01019	21
NLANBGKA_01020	11
NLANBGKA_01021	85
NLANBGKA_01022	127
NLANBGKA_01023	61
NLANBGKA_01024	5
NLANBGKA_01025	77
NLANBGKA_01026	64
NLANBGKA_01027	78
NLANBGKA_01028	88
NLANBGKA_01029	907
NLANBGKA_01030	5549
NLANBGKA_01031	1478
NLANBGKA_01032	2308
NLANBGKA_01033	75
NLANBGKA_01034	104
NLANBGKA_01035	12
NLANBGKA_01036	40
NLANBGKA_01037	165
NLANBGKA_01038	36
NLANBGKA_01039	14
NLANBGKA_01040	3
NLANBGKA_01041	4
NLANBGKA_01042	0
NLANBGKA_01043	3
NLANBGKA_01044	0
NLANBGKA_01045	0
NLANBGKA_01046	4
NLANBGKA_01047	0
NLANBGKA_01048	8
NLANBGKA_01049	12
NLANBGKA_01050	28
NLANBGKA_01051	4
NLANBGKA_01052	1
NLANBGKA_01053	1
NLANBGKA_01054	81
NLANBGKA_01055	33
NLANBGKA_01056	1
NLANBGKA_01057	14
NLANBGKA_01058	11
NLANBGKA_01059	31
NLANBGKA_01060	32
NLANBGKA_01061	0
NLANBGKA_01062	2
NLANBGKA_01063	224
NLANBGKA_01064	99
NLANBGKA_01065	101
NLANBGKA_01066	1059
NLANBGKA_01067	747
NLANBGKA_01068	16
NLANBGKA_01069	58
NLANBGKA_01070	14
NLANBGKA_01071	147
NLANBGKA_01072	479
NLANBGKA_01073	16
NLANBGKA_01074	117
NLANBGKA_01075	840
NLANBGKA_01076	630
NLANBGKA_01077	18
NLANBGKA_01078	269
NLANBGKA_01079	16
NLANBGKA_01080	109
NLANBGKA_01081	544
NLANBGKA_01082	691
NLANBGKA_01083	549
NLANBGKA_01084	34
NLANBGKA_01085	229
NLANBGKA_01086	13
